child_term_id,parent_term_id,pattern_count,from_head_heuristic,llm_label,llm_confidence,confidence,created_at,updated_at
810,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1449,256,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
323,312,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1502,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
548,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2025,946,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
444,440,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1857,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1675,177,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2201,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
810,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1607,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1410,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1636,612,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1715,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
761,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
198,253,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
833,108,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1489,840,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
869,705,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1693,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1477,704,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1508,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1930,1058,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2099,787,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1565,179,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1713,77,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
673,1058,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2077,619,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
575,114,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1692,777,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1053,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1436,708,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1206,1167,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
867,1045,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
436,431,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
742,147,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
464,121,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1395,2122,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
27,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1086,1763,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1115,756,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
747,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
70,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1001,752,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
11,13,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
841,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
591,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
305,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1182,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1728,708,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
407,278,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1996,608,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1108,307,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
856,110,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1349,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1649,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1416,1381,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
848,762,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1735,752,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1770,957,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1173,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2245,36,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
38,8,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
340,62,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
109,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1047,1254,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1181,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
698,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1315,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1075,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
679,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
954,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1887,840,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
996,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1901,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
404,101,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1995,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
884,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1377,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1781,184,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1882,87,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
73,1,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
911,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1052,1225,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
64,181,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2101,787,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
94,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1744,1861,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
805,957,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
5,113,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1454,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1079,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1057,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
757,224,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1930,410,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2113,2109,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1122,75,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1247,8,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
98,179,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2245,13,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
983,981,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2015,1128,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1738,752,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
277,1,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
999,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1645,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
38,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2194,196,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1568,835,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1405,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
786,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1626,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
189,2121,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
249,186,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1001,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1195,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
799,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1470,1041,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
456,8,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1042,87,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1269,1298,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2239,2226,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
281,254,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1854,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
688,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1988,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1576,1616,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1516,946,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
952,953,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1848,336,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1468,1363,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1742,620,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1733,224,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
73,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2221,307,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
650,13,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2110,619,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1565,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2151,1,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1699,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1091,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1033,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1531,256,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
816,63,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1920,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2242,366,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1177,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
360,30,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1869,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
175,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1419,1363,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
328,245,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1607,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1386,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1652,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1792,184,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2035,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2235,2065,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1264,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1550,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1634,1040,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1105,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
469,202,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1424,184,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
174,25,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
262,7,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1013,55,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
262,254,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
980,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1453,1379,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1865,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
272,1616,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1483,108,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1757,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1965,1014,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2147,8,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1790,2065,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1661,770,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1907,8,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
450,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1385,704,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
76,1,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
914,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
726,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2024,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1738,562,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1803,957,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1410,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1697,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1252,705,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2103,840,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
95,1448,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1855,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1689,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1932,1861,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
862,110,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2070,25,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2248,13,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
996,110,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1641,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
870,788,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1531,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1380,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1776,957,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
965,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1157,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
783,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1408,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1806,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2214,2122,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
310,307,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1293,1254,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1552,184,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2018,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
437,268,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
415,329,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
365,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
552,87,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1318,1167,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
797,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1411,590,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1487,1223,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1006,770,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
497,8,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1621,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
890,348,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
676,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
560,195,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
447,7,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2080,196,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1306,1049,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
66,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
828,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1263,184,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2048,1128,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
341,7,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
79,7,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1181,905,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
341,25,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1784,35,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
806,619,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1694,245,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
851,788,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
510,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1207,1326,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
968,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1788,41,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1769,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2098,612,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1787,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1307,348,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1635,213,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
759,808,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2107,41,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1497,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
346,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
789,13,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1016,55,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1437,741,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
897,202,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
983,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1734,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1652,122,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
644,659,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1187,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
778,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1878,959,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1210,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1640,1087,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1112,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
158,164,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1981,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1844,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
88,87,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
876,938,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
842,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1244,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1059,1041,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
809,619,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
501,652,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2157,1,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
630,635,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
822,329,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2241,2215,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1654,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
480,1221,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1764,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
670,1363,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
541,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1403,1363,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1111,1600,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
420,7,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
375,777,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
180,62,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
882,1102,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1925,410,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
190,75,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1945,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1978,1041,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1749,562,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1979,777,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1773,114,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1932,1846,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
872,307,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
843,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
899,898,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1340,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
745,104,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
377,840,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1734,42,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
