canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc
6382,reboot_issued,config,[],"[""REBOOT_ISSUED""]",[6382],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 71, ""cleaned_version"": 1, ""sentence"": ""= \""DYNAMIC_FUTURE\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[23] = \""REBOOT_ISSUED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[24] = \""PLANNED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[25] = \""INVALID_REG\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[26] = \""POWER_DOWN\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[27]""}]",1,reboot_issued,1
6383,planned,unknown,[],"[""PLANNED""]",[6383],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 71, ""cleaned_version"": 1, ""sentence"": ""= \""DYNAMIC_FUTURE\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[23] = \""REBOOT_ISSUED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[24] = \""PLANNED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[25] = \""INVALID_REG\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[26] = \""POWER_DOWN\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[27]""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""Valid states include CLOUD, DOWN, DRAIN, DYNAMIC_FUTURE, DYNAMIC_NORM, FAIL, INVALID_REG, MAINTENANCE, NOT_RESPONDING, PERFCTRS, PLANNED, and RESERVED.""}]",1,planned,1
6384,invalid_reg,config,[],"[""INVALID_REG""]",[6384],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 71, ""cleaned_version"": 1, ""sentence"": ""= \""DYNAMIC_FUTURE\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[23] = \""REBOOT_ISSUED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[24] = \""PLANNED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[25] = \""INVALID_REG\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[26] = \""POWER_DOWN\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[27]""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""Valid states include CLOUD, DOWN, DRAIN, DYNAMIC_FUTURE, DYNAMIC_NORM, FAIL, INVALID_REG, MAINTENANCE, NOT_RESPONDING, PERFCTRS, PLANNED, and RESERVED.""}]",1,invalid_reg,1
6385,power_down,config,[],"[""POWER_DOWN""]",[6385],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 71, ""cleaned_version"": 1, ""sentence"": ""= \""DYNAMIC_FUTURE\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[23] = \""REBOOT_ISSUED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[24] = \""PLANNED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[25] = \""INVALID_REG\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[26] = \""POWER_DOWN\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[27]""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 111, ""cleaned_version"": 1, ""sentence"": ""Manual Power Saving\nA node can be manually powered up and down by setting the state of the node to the following states using scontrol:\nscontrol update nodename=<nodename> state=power_<down|down_asap|down_force|up>\nscontrol update command actions/states of interest:\nPOWER_DOWN\nWill use the configured SuspendProgram program to explicitly place a node in power saving mode.""}]",1,power_down,1
6386,power_up,config,[],"[""POWER_UP""]",[6386],3,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 72, ""cleaned_version"": 1, ""sentence"": ""= \""POWER_UP\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.next_state_after_reboot.items.enum[28]""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 106, ""cleaned_version"": 1, ""sentence"": ""POWER_UP Power up request.""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""POWER_UP\nWill use the configured ResumeProgram program to explicitly move a node out of power saving mode.""}]",1,power_up,1
6387,unknown,unknown,[],"[""UNKNOWN""]",[6387],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 75, ""cleaned_version"": 1, ""sentence"": ""[];\nAdded.components.schemas[\""v0.0.43_node\""].properties.state.items.enum[0] = \""INVALID\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.state.items.enum[1] = \""UNKNOWN\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.state.items.enum[2] = \""DOWN\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.state.items.enum[3] = \""IDLE\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.state.items.enum[4] = \""ALLOCATED\"";\nAdded.components.schemas[\""v0.0.43_node\""].properties.state.items.enum[5] = \""ERROR\"";""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 96, ""cleaned_version"": 1, ""sentence"": ""[];\nRemoved.components.schemas[\""v0.0.43_partition_states\""].items.enum[0] = \""INACTIVE\"";\nRemoved.components.schemas[\""v0.0.43_partition_states\""].items.enum[1] = \""UNKNOWN\"";\nRemoved.components.schemas[\""v0.0.43_partition_states\""].items.enum[2] = \""UP\"";\nRemoved.components.schemas[\""v0.0.43_partition_states\""].items.enum[3] = \""DOWN\"";\nRemoved.components.schemas[\""v0.0.43_partition_states\""].items.enum[4] = \""DRAIN\"";\nRemoved.components.schemas[\""v0.0.43_partition_states\""].items.type = \""string\"";\nRemoved.components.schemas[\""v0.0.43_partition_states\""].type = \""array\"";\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""] = {};\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items = {};\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum =""}]",1,unknown,1
6397,schema,unknown,"[""schemas""]",[],[6397],60,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 86, ""cleaned_version"": 1, ""sentence"": ""= {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.errors = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.errors.$ref = \""#/components/schemas/v0.0.43_openapi_errors\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.errors.description = \""Query errors\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.meta = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.meta.$ref = \""#/components/schemas/v0.0.43_openapi_meta\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.meta.description""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 87, ""cleaned_version"": 1, ""sentence"": ""= \""Slurm meta values\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.$ref = \""#/components/schemas/v0.0.43_reservation_desc_msg_list\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.description = \""Reservation descriptions\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.$ref = \""#/components/schemas/v0.0.43_openapi_warnings\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.description""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 101, ""cleaned_version"": 1, ""sentence"": ""Removed.components.schemas[\""v0.0.43_qos\""].properties.preempt.properties.mode.$ref = \""#/components/schemas/v0.0.43_qos_preempt_modes\"";\nReplaced.components.schemas[\""v0.0.43_qos\""].properties.preempt.properties.mode.description = \""PreemptMode - Mechanism used to preempt jobs or enable gang scheduling\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.preempt.properties.mode.items = {};\nAdded.components.schemas[\""v0.0.43_qos\""].properties.preempt.properties.mode.items.enum =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 103, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.comment.type = \""string\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.core_count = {};\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.core_count.$ref = \""#/components/schemas/v0.0.43_uint32_no_val_struct\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.core_count.description = \""Number of cores to reserve (32 bit integer number with flags)\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.duration = {};\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.duration.$ref = \""#/components/schemas/v0.0.43_uint32_no_val_struct\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.duration.description""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 104, ""cleaned_version"": 1, ""sentence"": ""\""The length of a reservation in minutes (32 bit integer number with flags)\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.end_time = {};\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.end_time.$ref = \""#/components/schemas/v0.0.43_uint64_no_val_struct\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.end_time.description = \""EndTime (UNIX timestamp) (UNIX timestamp or time string recognized by Slurm (e.g., '[MM/DD[/YY]-]HH:MM[:SS]'); may also be infinite or unset) (64 bit integer number with flags)\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.features = {};""}]",1,schema,1
6400,slurm meta,unknown,[],[],[6400],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 87, ""cleaned_version"": 1, ""sentence"": ""= \""Slurm meta values\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.$ref = \""#/components/schemas/v0.0.43_reservation_desc_msg_list\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.description = \""Reservation descriptions\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.$ref = \""#/components/schemas/v0.0.43_openapi_warnings\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.description""}]",1,meta,1
6401,v0.0.43_reservation_desc_msg_list,job_concept,[],[],[6401],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 87, ""cleaned_version"": 1, ""sentence"": ""= \""Slurm meta values\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.$ref = \""#/components/schemas/v0.0.43_reservation_desc_msg_list\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.description = \""Reservation descriptions\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.$ref = \""#/components/schemas/v0.0.43_openapi_warnings\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.description""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 118, ""cleaned_version"": 1, ""sentence"": ""Replaced.components.schemas[\""v0.0.43_reservation_info\""].properties.users.description = \""Comma-separated list of permitted users\"";\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""] = {};\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties = {};\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties.reservations = {};\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties.reservations.$ref = \""#/components/schemas/v0.0.43_reservation_desc_msg_list\"";\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties.reservations.description = \""Array of reservation descriptions\"";\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].required =""}]",1,v0.0.43_reservation_desc_msg_list,1
6402,reservation description,job_concept,"[""Reservation descriptions""]",[],[6402],3,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 87, ""cleaned_version"": 1, ""sentence"": ""= \""Slurm meta values\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.$ref = \""#/components/schemas/v0.0.43_reservation_desc_msg_list\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.reservations.description = \""Reservation descriptions\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings = {};\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.$ref = \""#/components/schemas/v0.0.43_openapi_warnings\"";\nAdded.components.schemas[\""v0.0.43_openapi_reservation_mod_resp\""].properties.warnings.description""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 118, ""cleaned_version"": 1, ""sentence"": ""Replaced.components.schemas[\""v0.0.43_reservation_info\""].properties.users.description = \""Comma-separated list of permitted users\"";\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""] = {};\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties = {};\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties.reservations = {};\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties.reservations.$ref = \""#/components/schemas/v0.0.43_reservation_desc_msg_list\"";\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].properties.reservations.description = \""Array of reservation descriptions\"";\nAdded.components.schemas[\""v0.0.43_reservation_mod_req\""].required =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 138, ""cleaned_version"": 1, ""sentence"": ""= {};\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.responses[\""default\""].content = {};\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.responses[\""default\""].content[\""application/json\""] = {};\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.responses[\""default\""].content[\""application/json\""].schema = {};\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.responses[\""default\""].content[\""application/json\""].schema.$ref = \""#/components/schemas/v0.0.43_openapi_reservation_mod_resp\"";\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.responses[\""default\""].description = \""reservation descriptions\"";\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.summary = \""create or update reservations\"";\nAdded.paths[\""/slurm/v0.0.43/reservations/\""].post.tags =""}]",1,description,1
6405,pack_node,config,"[""PACK_NODES""]","[""PACK_NODES""]",[6405],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 94, ""cleaned_version"": 1, ""sentence"": ""= \""BOARD\"";\nAdded.components.schemas[\""v0.0.43_partition_info\""].properties.select_type.items.enum[4] = \""MEMORY\"";\nAdded.components.schemas[\""v0.0.43_partition_info\""].properties.select_type.items.enum[5] = \""ONE_TASK_PER_CORE\"";\nAdded.components.schemas[\""v0.0.43_partition_info\""].properties.select_type.items.enum[6] = \""PACK_NODES\"";\nAdded.components.schemas[\""v0.0.43_partition_info\""].properties.select_type.items.enum[7] = \""CORE_DEFAULT_DIST_BLOCK\"";""}]",1,pack_node,1
6408,core_dumped,config,[],"[""CORE_DUMPED""]",[6408],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 97, ""cleaned_version"": 1, ""sentence"": ""[];\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum[0] = \""INVALID\"";\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum[1] = \""PENDING\"";\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum[2] = \""SUCCESS\"";\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum[3] = \""ERROR\"";\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum[4] = \""SIGNALED\"";\nRemoved.components.schemas[\""v0.0.43_process_exit_code_status\""].items.enum[5] = \""CORE_DUMPED\"";""}]",1,core_dumped,0
6410,partition_minimum_node,config,[],"[""PARTITION_MINIMUM_NODE""]",[6410],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 100, ""cleaned_version"": 1, ""sentence"": ""[];\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[0] = \""NOT_SET\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[1] = \""ADD\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[2] = \""REMOVE\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[3] = \""DELETED\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[4] = \""PARTITION_MINIMUM_NODE\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[5] = \""PARTITION_MAXIMUM_NODE\"";""}]",1,partition_minimum_node,1
6411,partition_maximum_node,config,[],"[""PARTITION_MAXIMUM_NODE""]",[6411],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 100, ""cleaned_version"": 1, ""sentence"": ""[];\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[0] = \""NOT_SET\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[1] = \""ADD\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[2] = \""REMOVE\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[3] = \""DELETED\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[4] = \""PARTITION_MINIMUM_NODE\"";\nAdded.components.schemas[\""v0.0.43_qos\""].properties.flags.items.enum[5] = \""PARTITION_MAXIMUM_NODE\"";""}]",1,partition_maximum_node,1
6415,reservationname,job_concept,[],[],[6415],9,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 113, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.name.description = \""ReservationName\"";""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 22, ""cleaned_version"": 1, ""sentence"": ""$ scontrol create reservation starttime=2009-04-06T16:00:00 \\\n duration=120 user=root flags=license_only \\\n licenses=lustre:1000\nReservation created: root_4\n$ scontrol show reservation\nReservationName=root_4 StartTime=2009-04-06T16:00:00\n EndTime=2009-04-06T18:00:00 Duration=120\n Nodes= NodeCnt=0\n Features=(null) PartitionName=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 26, ""cleaned_version"": 1, ""sentence"": ""$ scontrol create reservation user=root starttime=now \\\n duration=infinite flags=maint nodes=sun000\nReservation created: root_5\nReservationName=root_5 StartTime=2009-02-04T16:22:57\n EndTime=2009-02-04T16:21:57 Duration=4294967295\n Nodes=sun000 NodeCnt=1\n Features=(null) PartitionName=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""$ scontrol create reservation user=alan,brenda \\\n starttime=noon duration=60 flags=daily nodecnt=10\nReservation created: alan_6\nReservationName=alan_6 StartTime=2009-02-05T12:00:00\n EndTime=2009-02-05T13:00:00 Duration=60""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 53, ""cleaned_version"": 1, ""sentence"": ""bash-3.00$ scontrol show ReservationName=root_3\nReservationName=root_3 StartTime=2009-02-06T16:00:00\n EndTime=2009-02-06T18:30:00 Duration=150\n Nodes=ALL NodeCnt=20 Features=(null)\n PartitionName=(null)""}]",1,reservationname,1
6416,nodecnt,job_concept,[],[],[6416],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 114, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.name.type = \""string\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.node_count = {};\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.node_count.$ref = \""#/components/schemas/v0.0.43_uint32_no_val_struct\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.node_count.description = \""NodeCnt (32 bit integer number with flags)\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.node_list = {};\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.node_list.$ref = \""#/components/schemas/v0.0.43_hostlist_string\"";\nAdded.components.schemas[\""v0.0.43_reservation_desc_msg\""].properties.node_list.description = \""The nodes to be reserved.""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 46, ""cleaned_version"": 1, ""sentence"": ""PartitionName=pdebug\n Flags= Licenses=(null) BurstBuffers=(null)\n Users=-alan Accounts=foo\nWhen creating a reservation, you can request that Slurm include all the nodes in a partition by specifying the PartitionName option. If you only want a certain number of nodes or CPUs from that partition you can combine PartitionName with the CoreCnt, NodeCnt or TRES options to specify how many of a resource you want.""}]",1,nodecnt,1
6418,part_node,config,"[""PART_NODES""]","[""PART_NODES""]",[6418],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}]",1,part_node,1
6419,no_part_node,config,"[""NO_PART_NODES""]","[""NO_PART_NODES""]",[6419],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}]",1,no_part_node,1
