canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc
1812,model,unknown,"[""Models"", ""specific model""]",[],"[1812, 8249]",7,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""Try other endpoints described in the API Methods and Models. Change GET to the correct method for the endpoint.""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Unable to find requested URL (HTTP 404)\nCheck the API Methods and Models page to ensure you're using a valid URL and the correct method for it. Pay attention to the path as there are different endpoints for slurm and slurmdbd.""}, {""doc_id"": ""doc_4ff0"", ""sent_idx"": 15, ""cleaned_version"": 1, ""sentence"": ""Use an existing \""Makefile.am\"" file as a model.""}, {""doc_id"": ""doc_6b88"", ""sent_idx"": 13, ""cleaned_version"": 1, ""sentence"": ""Models of trust\nThere are several ways to handle controlling JWT authentication and access.""}]",1,model,1
1813,slurmrestd man page,unknown,[],[],[1813],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}]",1,page,1
1814,quick start,unknown,[],[],[1814],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 6, ""cleaned_version"": 1, ""sentence"": ""Quick Start""}]",1,start,1
1815,customizing,unknown,[],[],[1815],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 19, ""cleaned_version"": 1, ""sentence"": ""You may change this behavior by changing SLURMRESTD_LISTEN (see Customizing slurmrestd.service).""}]",1,customizing,1
1816,basic usage,unknown,[],[],[1816],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""Changes may be reverted by running systemctl revert slurmrestd\nBasic Usage\nFind the latest supported API version\nslurmrestd -d listGet an authentication token for JWT\nunset SLURM_JWT; export $(scontrol token)This ensures an old token doesn't prevent a new one from being issued\nBy default, tokens will expire after 1800 seconds (30 minutes).""}]",1,usage,1
1817,token management,unknown,[],[],[1817],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 41, ""cleaned_version"": 1, ""sentence"": ""Token management\nThis guide provides a simple overview using scontrol to obtain tokens.""}]",1,management,1
1818,issue,unknown,"[""Common Issues"", ""issues""]",[],"[1818, 4090]",3,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""Common Issues\nIn general, look out for these things:\nValidity of authentication token in SLURM_JWT\nHostname and port number\nAPI version and endpoint\nLog output of slurmrestd\nUnable to bind socket""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 81, ""cleaned_version"": 1, ""sentence"": ""[mysqld]\ninnodb_buffer_pool_size=4096M\ninnodb_log_file_size=1024M\ninnodb_lock_wait_timeout=900\nmax_allowed_packet=16M\nAlso, in MySQL versions prior to 5.7 the default row format was set to COMPACT which could cause some issues during an upgrade when creating tables.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 269, ""cleaned_version"": 1, ""sentence"": ""This value is not useful per-se, but it is used to calculate TresUsageInAve to get the average memory peaks, that can then be compared with TresUsageInMax (or MaxRSS) to see if there was at least one outlier task in the step which consumed too much memory, indication of some issue.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 510, ""cleaned_version"": 1, ""sentence"": ""However, Slurm does not need enumeration except for some specific quirky configurations (multiple groups with the same GID), so it's probably safe to leave enumeration disabled. SSSD is also case sensitive by default for some configurations, which could possibly raise other issues. Add the following lines to /etc/sssd/sssd.conf on your head node to address these issues:\nenumerate = True\ncase_sensitive = False\nJobs\nHow is job suspend/resume useful?""}]",1,issue,1
1819,protocol authentication error,unknown,[],[],[1819],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Protocol authentication error (HTTP 500)""}]",1,error,1
1820,http,unknown,[],"[""HTTP""]",[1820],9,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Protocol authentication error (HTTP 500)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""One common authentication problem is an expired token. Request a new one:\nunset SLURM_JWT; export $(scontrol token)This solution also applies to an HTTP 401 error caused by no authentication token being sent at all.""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Unable to find requested URL (HTTP 404)\nCheck the API Methods and Models page to ensure you're using a valid URL and the correct method for it. Pay attention to the path as there are different endpoints for slurm and slurmdbd.""}]",1,http,1
1821,thread config token,unknown,[],[],[1821],2,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)""}]",1,token,1
1823,development library,unknown,"[""development libraries""]",[],[1823],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 18, ""cleaned_version"": 1, ""sentence"": ""Note that in most cases, the required package is the corresponding development library, whose exact names may vary across different distributions.""}]",1,library,1
1824,compile time,unknown,[],[],[1824],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 312, ""cleaned_version"": 1, ""sentence"": ""It is possible that at build time the required dependencies for building the library are missing. If you want to build the library then install pam-devel and compile again. See the file slurm.spec in the Slurm distribution for a list of other options that you can specify at compile time with rpmbuild flags and your rpmmacros file.""}]",1,time,1
1825,slurmrestd,unknown,[],[],[1825],67,11,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 5, ""cleaned_version"": 1, ""sentence"": ""Additionally, it is highly recommended that you have SlurmDBD set up for accounting. Without slurmdbd, slurmrestd may fail when loading some plugins (use -s to specify which to load) or when attempting JWT authentication.""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 8, ""cleaned_version"": 1, ""sentence"": ""If you have multiple clusters, you will need a unique instance of slurmrestd for each cluster.""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page)""}]",1,slurmrestd,1
1827,related software page,unknown,[],[],[1827],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 23, ""cleaned_version"": 1, ""sentence"": ""Please see the Related Software page for references to required software to build these plugins.""}]",1,page,1
1828,http parser,unknown,[],[],[1828],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_8b12"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""Instructions for the build are as follows:\ngit clone --depth 1 --single-branch -b json-c-0.15-20200726 https://github.com/json-c/json-c.git json-c\nmkdir json-c-build\ncd json-c-build\ncmake ../json-c\nmake\nsudo make installDeclare the package configuration path before compiling Slurm (example provided for /bin/sh):\nexport PKG_CONFIG_PATH=/usr/local/lib/pkgconfig/:$PKG_CONFIG_PATH\nHTTP Parser\nslurmrestd requires libhttp_parser (>= v2.6.0).""}]",1,parser,1
1830,guide,unknown,[],[],[1830],11,10,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 41, ""cleaned_version"": 1, ""sentence"": ""Token management\nThis guide provides a simple overview using scontrol to obtain tokens.""}, {""doc_id"": ""doc_2329"", ""sent_idx"": 19, ""cleaned_version"": 1, ""sentence"": ""PMIx\nOpen MPI\nIntel-MPI\nMPICH\nMVAPICH2\nHPE Cray PMI Support\nPMIx\nBuilding PMIx\nBefore building PMIx, it is advisable to read these How-To Guides.""}, {""doc_id"": ""doc_33d3"", ""sent_idx"": 1, ""cleaned_version"": 1, ""sentence"": ""This guide describes at a high level the processes which occur in order to initiate a job including the daemons and plugins involved in the process.""}, {""doc_id"": ""doc_3bdd"", ""sent_idx"": 11, ""cleaned_version"": 1, ""sentence"": ""A plugin developer's guide is available with general information about plugins.""}]",1,guide,1
1832,machine,unknown,[],[],[1832],46,13,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 7, ""cleaned_version"": 1, ""sentence"": ""This may be done on a dedicated REST API machine or your existing 'slurmctld' machine, depending on demand.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 15, ""cleaned_version"": 1, ""sentence"": ""Backup Controller Hostname (optional)\nCompute Machines\nDefine the machines on which user applications can run.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 39, ""cleaned_version"": 1, ""sentence"": ""Otherwise MUNGE should then be installed on all nodes of all Slurm managed clusters, plus the machine where SlurmDBD executes.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""The backup host should be on a different machine than the one hosting the primary instance of slurmdbd.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 136, ""cleaned_version"": 1, ""sentence"": ""The name of the machine where the Slurm Database Daemon is executed. This should be a node name without the full domain name (e.g. \""lx0001\"").""}]",1,machine,1
1833,demand,unknown,[],[],[1833],8,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 7, ""cleaned_version"": 1, ""sentence"": ""This may be done on a dedicated REST API machine or your existing 'slurmctld' machine, depending on demand.""}, {""doc_id"": ""doc_50f7"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""So labels can be configured to be enforced or set on demand, and the specific MCS Plugin is responsible for checking the validity of these labels. When enforced, the MCS Plugin implementation will always associate a MCS label to a submitted job, either the default value or the one requested by the user (if it's considered correct).""}, {""doc_id"": ""doc_50f7"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""The selection (exclusivity) of nodes can be filtered on MCS labels either on demand (ondemand) or always (select) or never (noselect).""}, {""doc_id"": ""doc_50f7"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""ondemand|enforced set MCS label on jobs either on demand (using --mcs-label option) or always\nnoselect|select|ondemandselect select nodes with filter on MCS label: never, always or on demand (using --exclusive=mcs option)\nprivatedata accordingly with PrivateData specific option:\nIf configured with privatedata and PrivateData=jobs, job information is filtered based on their MCS labels.""}, {""doc_id"": ""doc_8b12"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""It aggregates the accounting data from sacct into a MySQL data warehouse and provide a front end web interface for browsing the data. For more information, see the UDMod home page and source code.\nXDMoD (XD Metrics on Demand) is an NSF-funded open source tool designed to audit and facilitate the utilization of the XSEDE cyberinfrastructure by providing a wide range of metrics on XSEDE resources, including resource utilization, resource performance, and impact on scholarship and research.""}]",1,demand,1
1836,deb,unknown,[],"[""DEB""]",[1836],4,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}, {""doc_id"": ""doc_0e42"", ""sent_idx"": 12, ""cleaned_version"": 1, ""sentence"": ""This section assumes you have either installed slurmrestd using DEB/RPM packages or built it manually such that the files are in the same places.""}, {""doc_id"": ""doc_732b"", ""sent_idx"": 8, ""cleaned_version"": 1, ""sentence"": ""Quick Start Administrator Guide for instructions on managing an DEB-based install.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 43, ""cleaned_version"": 1, ""sentence"": ""Building Manually\nInstructions to build and install Slurm manually are shown below. This is significantly more complicated to manage than the RPM and DEB build procedures, so this approach is only recommended for developers or advanced users who are looking for a more customized install. See the README and INSTALL files in the source distribution for more details.""}]",1,deb,1
1837,smd slurm,unknown,[],[],[1837],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}]",1,slurm,1
1838,smd,unknown,[],[],[1838],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}, {""doc_id"": ""doc_732b"", ""sent_idx"": 7, ""cleaned_version"": 1, ""sentence"": ""The included debian packaging scripts will build the slurm-smd-libpam-slurm-adopt package which will install pam_slurm_adopt.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""RPM nameDEB nameLoginControllerComputeDBD\nslurmslurm-smdXXXX\nslurm-perlapislurm-smd-clientXXX\nslurm-slurmctldslurm-smd-slurmctldX\nslurm-slurmdslurm-smd-slurmdX\nslurm-slurmdbdslurm-smd-slurmdbdX\nHandling Dependencies""}]",1,smd,1
1839,rpm,unknown,[],"[""RPM""]",[1839],16,8,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}, {""doc_id"": ""doc_2329"", ""sent_idx"": 15, ""cleaned_version"": 1, ""sentence"": ""If installing Slurm with RPMs, the slurm-libpmi package will conflict with the pmix-libpmi package if it is installed.""}, {""doc_id"": ""doc_3bdd"", ""sent_idx"": 59, ""cleaned_version"": 1, ""sentence"": ""Note that a relatively current version of automake is required. The autoreconf program will build Makefile.in files from the Makefile.am files. If any new files need to be installed, update the slurm.spec file to identify the RPM in which the new files should be placed\nIf new directories need to be added, add to the configure.ac file the path to the Makefile to be built in the new directory. In summary:\nautoreconf translates .am files into .in files\nconfigure translates .in files, adding paths and version numbers.""}, {""doc_id"": ""doc_4ff0"", ""sent_idx"": 21, ""cleaned_version"": 1, ""sentence"": ""Modify the \""slurm.spec\"" file to include the new plugin file in an appropriate RPM.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 374, ""cleaned_version"": 1, ""sentence"": ""Slurm has wrappers available for the mpiexec, pbsnodes, qdel, qhold, qrls, qstat, and qsub commands (see contribs/torque in the distribution and the \""slurm-torque\"" RPM).""}]",1,rpm,1
1840,slurm slurm,unknown,[],[],[1840],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}]",1,slurm,1
1841,build time,unknown,[],[],[1841],4,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_0e42"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page)""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 312, ""cleaned_version"": 1, ""sentence"": ""It is possible that at build time the required dependencies for building the library are missing. If you want to build the library then install pam-devel and compile again. See the file slurm.spec in the Slurm distribution for a list of other options that you can specify at compile time with rpmbuild flags and your rpmmacros file.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 359, ""cleaned_version"": 1, ""sentence"": ""Another example is if the state information is written to file, but that information is cached in memory rather than written to disk when the node fails. The interval between state saves being written to disk can be configured at build time by defining SAVE_MAX_WAIT to a different value than five.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 91, ""cleaned_version"": 1, ""sentence"": ""Another example is if the state information is written to file, but that information is cached in memory rather than written to disk when the node fails. The interval between state saves being written to disk can be configured at build time by defining SAVE_MAX_WAIT to a different value than five.""}]",1,time,1
