id,child_canonical_id,child_canonical_term,parent_canonical_id,parent_canonical_term,score,method,doc_id,sent_id,evidence_text
585,1342,wrapper binary program,866,program,1.0,head,,,
586,1344,wrapper file,52,file,1.0,head,,,
587,1350,appropriate library,228,library,1.0,head,,,
588,1351,more time,39,time,1.0,head,,,
589,1353,software product,954,product,1.0,head,,,
590,1356,close integration,934,integration,1.0,head,,,
591,1357,other application,799,application,1.0,head,,,
592,1358,application user interface,1324,interface,1.0,head,,,
593,1361,parallel execution,782,execution,1.0,head,,,
594,1363,manage user,66,user,1.0,head,,,
595,1366,new host,80,host,1.0,head,,,
596,1367,additional job,3,job,1.0,head,,,
597,1369,other configuration file,52,file,1.0,head,,,
598,1371,lsb.queue file,52,file,1.0,head,,,
599,1372,new queue definition,1479,definition,1.0,head,,,
600,1373,queue definition,1479,definition,1.0,head,,,
601,1374,shell file,52,file,1.0,head,,,
602,1375,cshrc.lsf file,52,file,1.0,head,,,
603,1377,cshrc file,52,file,1.0,head,,,
604,1379,profile file,52,file,1.0,head,,,
605,1381,linux system,223,system,1.0,head,,,
606,1390,complete list,326,list,1.0,head,,,
607,1394,major step,643,step,1.0,head,,,
608,1395,binary file,52,file,1.0,head,,,
609,1396,new host type,204,type,1.0,head,,,
610,1397,distribution file,52,file,1.0,head,,,
611,1400,b change,622,change,1.0,head,,,
612,1401,installation script directory,399,directory,1.0,head,,,
613,1402,cd usr,236,usr,1.0,head,,,
614,1405,c edit,1370,edit,1.0,head,,,
615,1409,install.config command,293,command,1.0,head,,,
616,1410,host setup,1918,setup,1.0,head,,,
617,1411,lsf_getting_started.html file,52,file,1.0,head,,,
618,1412,lsfinstall script,189,script,1.0,head,,,
619,1413,b edit,1370,edit,1.0,head,,,
620,1414,type column,308,column,1.0,head,,,
621,1421,end host,80,host,1.0,head,,,
622,1422,d reconfigure lim,859,lim,1.0,head,,,
623,1423,restart lim,859,lim,1.0,head,,,
624,1427,unrecoverable error,280,error,1.0,head,,,
625,1428,reconfiguration exit,739,exit,1.0,head,,,
626,1429,e reconfigure mbatchd,1106,mbatchd,1.0,head,,,
627,1433,hostsetup command,293,command,1.0,head,,,
628,1434,command reference,1368,reference,1.0,head,,,
629,1435,d start lsf,706,lsf,1.0,head,,,
630,1438,dynamic host configuration,73,configuration,1.0,head,,,
631,1440,current default management host,80,host,1.0,head,,,
632,1441,different default management host,80,host,1.0,head,,,
633,1444,other reference,1368,reference,1.0,head,,,
634,1447,other host,80,host,1.0,head,,,
635,1448,lsadmin reconfig command,293,command,1.0,head,,,
636,1449,badmin mbdrestart command,293,command,1.0,head,,,
637,1451,confirm reconfiguration,1430,reconfiguration,1.0,head,,,
638,1452,system startup,99,startup,1.0,head,,,
639,1454,system startup file,52,file,1.0,head,,,
640,1455,automatic lsf daemon startup,99,startup,1.0,head,,,
641,1456,automatic lsf startup,99,startup,1.0,head,,,
642,1458,starting point,1954,point,1.0,head,,,
643,1459,badmin reconfig command,293,command,1.0,head,,,
644,1460,configuration reference,1368,reference,1.0,head,,,
645,1461,job limit,126,limit,1.0,head,,,
646,1462,end queue,735,queue,1.0,head,,,
647,1463,lost_and_found queue,735,queue,1.0,head,,,
648,1464,job state,104,state,1.0,head,,,
649,1465,original queue,735,queue,1.0,head,,,
650,1466,queue administrator,124,administrator,1.0,head,,,
651,1468,regular queue,735,queue,1.0,head,,,
652,1469,other queue,735,queue,1.0,head,,,
653,1470,primary administrator,124,administrator,1.0,head,,,
654,1471,badmin qclose night,1227,night,1.0,head,,,
655,1472,queue night,1227,night,1.0,head,,,
656,1473,night queue,735,queue,1.0,head,,,
657,1474,idle queue,735,queue,1.0,head,,,
658,1475,job id number,108,number,1.0,head,,,
659,1476,user5 run night hosta hostd,1424,hostd,1.0,head,,,
660,1477,job5 nov,1307,nov,1.0,head,,,
661,1478,user5 pend night hosta hostc,1319,hostc,1.0,head,,,
662,1481,configure lsf daemon,79,daemon,1.0,head,,,
663,1484,root privilege,600,privilege,1.0,head,,,
664,1495,level installation directory,399,directory,1.0,head,,,
665,1497,system path,973,path,1.0,head,,,
666,1498,relative path,973,path,1.0,head,,,
667,1499,install directory,399,directory,1.0,head,,,
668,1500,full path,973,path,1.0,head,,,
669,1508,main type,204,type,1.0,head,,,
670,1510,host selection,815,selection,1.0,head,,,
671,1511,interactive job execution,782,execution,1.0,head,,,
672,1512,dynamic resource,809,resource,1.0,head,,,
673,1514,software application license,1228,license,1.0,head,,,
674,1515,application license,1228,license,1.0,head,,,
675,1517,critical resource,809,resource,1.0,head,,,
676,1518,resource section,1111,section,1.0,head,,,
677,1519,lsf.shared file,52,file,1.0,head,,,
678,1520,external load index,1522,index,1.0,head,,,
679,1523,binary program,866,program,1.0,head,,,
680,1526,example directory,399,directory,1.0,head,,,
681,1529,license1 numeric,1536,numeric,1.0,head,,,
682,1531,license1 resource,809,resource,1.0,head,,,
683,1532,license2 numeric,1536,numeric,1.0,head,,,
684,1533,license2 resource,809,resource,1.0,head,,,
685,1534,end resource,809,resource,1.0,head,,,
686,1538,resource license,1228,license,1.0,head,,,
687,1540,license resource,809,resource,1.0,head,,,
688,1541,more license,1228,license,1.0,head,,,
689,1543,resourcemap section,1111,section,1.0,head,,,
690,1547,end resourcemap,1545,resourcemap,1.0,head,,,
691,1551,different host,80,host,1.0,head,,,
692,1552,different elim,865,elim,1.0,head,,,
693,1554,available resource,809,resource,1.0,head,,,
694,1558,first external load index,1522,index,1.0,head,,,
695,1559,first load index,1522,index,1.0,head,,,
696,1560,second external load index,1522,index,1.0,head,,,
697,1561,second load index,1522,index,1.0,head,,,
698,1563,executable program,866,program,1.0,head,,,
699,1564,same host,80,host,1.0,head,,,
700,1565,quantifiable resource,809,resource,1.0,head,,,
701,1566,following example elim program,866,program,1.0,head,,,
702,1567,flexlm license server,82,server,1.0,head,,,
703,1569,license.dat -f license,1228,license,1.0,head,,,
704,1574,lic utility,530,utility,1.0,head,,,
705,1577,own elim,865,elim,1.0,head,,,
706,1579,swp mem license1 license,1228,license,1.0,head,,,
707,1580,submit job,3,job,1.0,head,,,
708,1585,resource requirement string,1335,string,1.0,head,,,
709,1586,license1 myjob,1581,myjob,1.0,head,,,
710,1587,good advantage,800,advantage,1.0,head,,,
711,1588,external resource,809,resource,1.0,head,,,
712,1589,administering ibm ® spectrum lsf,706,lsf,1.0,head,,,
713,1591,incorrect installation,724,installation,1.0,head,,,
714,1592,log message,111,message,1.0,head,,,
715,1593,error log file,52,file,1.0,head,,,
716,1597,following file,52,file,1.0,head,,,
717,1602,troubleshooting step,643,step,1.0,head,,,
718,1603,lsadmin ckconfig -v command,293,command,1.0,head,,,
719,1604,command output,234,output,1.0,head,,,
720,1607,bctrld restart lim,859,lim,1.0,head,,,
721,1609,ps -ef command,293,command,1.0,head,,,
722,1610,first few host,80,host,1.0,head,,,
723,1612,lsid file,52,file,1.0,head,,,
724,1615,profile.lsf script,189,script,1.0,head,,,
725,1622,communication time,39,time,1.0,head,,,
726,1623,other instance,181,instance,1.0,head,,,
727,1625,local lim,859,lim,1.0,head,,,
728,1626,parameter lsf_server_host,1627,lsf_server_host,1.0,head,,,
729,1629,master lim,859,lim,1.0,head,,,
730,1632,management host lim,859,lim,1.0,head,,,
731,1633,lshost command,293,command,1.0,head,,,
732,1634,host file,52,file,1.0,head,,,
733,1635,loopback ip,1638,ip,1.0,head,,,
734,1637,official host,80,host,1.0,head,,,
735,1639,loopback address,195,address,1.0,head,,,
736,1640,client request,1816,request,1.0,head,,,
737,1641,management host lim address,195,address,1.0,head,,,
738,1644,management host lim ip address,195,address,1.0,head,,,
739,1645,localhost myhostname,1875,myhostname,1.0,head,,,
740,1646,ipv6 address,195,address,1.0,head,,,
741,1647,localhost ipv,1653,ipv,1.0,head,,,
742,1649,fe00::0 ipv,1653,ipv,1.0,head,,,
743,1651,ff00::0 ipv,1653,ipv,1.0,head,,,
744,1654,ff02::2 ipv,1653,ipv,1.0,head,,,
745,1656,ff02::3 ipv,1653,ipv,1.0,head,,,
746,1658,user permission,422,permission,1.0,head,,,
747,1659,remote execution,782,execution,1.0,head,,,
748,1661,detailed error message,111,message,1.0,head,,,
749,1662,identification daemon,79,daemon,1.0,head,,,
750,1664,filename command,293,command,1.0,head,,,
751,1665,application binary file,52,file,1.0,head,,,
752,1668,inetd daemon,79,daemon,1.0,head,,,
753,1670,name server,82,server,1.0,head,,,
754,1673,hosts.equiv file,52,file,1.0,head,,,
755,1674,home/.rhost file,52,file,1.0,head,,,
756,1675,destination host,80,host,1.0,head,,,
757,1676,client host,80,host,1.0,head,,,
758,1677,window host,80,host,1.0,head,,,
759,1678,window password,201,password,1.0,head,,,
760,1679,lspasswd command,293,command,1.0,head,,,
761,1681,window password authentication,75,authentication,1.0,head,,,
762,1682,file system environment,334,environment,1.0,head,,,
763,1683,parameter lsf_master_list,1611,lsf_master_list,1.0,head,,,
764,1684,correct permission,422,permission,1.0,head,,,
765,1685,system environment,334,environment,1.0,head,,,
766,1688,such file,52,file,1.0,head,,,
767,1689,directory message,111,message,1.0,head,,,
768,1690,current working directory,399,directory,1.0,head,,,
769,1691,current working,1436,working,1.0,head,,,
770,1696,contact ibm support,450,support,1.0,head,,,
771,1697,batch daemon,79,daemon,1.0,head,,,
772,1698,mbatchd exit,739,exit,1.0,head,,,
773,1699,mbatchd daemon error log,53,log,1.0,head,,,
774,1701,sbatchd start,304,start,1.0,head,,,
775,1702,sbatchd daemon start,304,start,1.0,head,,,
776,1705,fix lim problem,247,problem,1.0,head,,,
777,1707,orphaned job process,683,process,1.0,head,,,
778,1708,process group,781,group,1.0,head,,,
779,1709,new process group,781,group,1.0,head,,,
780,1710,child process group,781,group,1.0,head,,,
781,1711,parent process,683,process,1.0,head,,,
782,1712,linux cgroup,33,cgroup,1.0,head,,,
783,1714,linux cgroup memory,651,memory,1.0,head,,,
784,1716,job res,1033,res,1.0,head,,,
785,1717,root process group,781,group,1.0,head,,,
786,1718,parent process id,1493,id,1.0,head,,,
787,1721,child process,683,process,1.0,head,,,
788,1722,parent process group,781,group,1.0,head,,,
789,1723,lsb.host file,52,file,1.0,head,,,
790,1724,unknown host,80,host,1.0,head,,,
791,1726,hostpartition section,1111,section,1.0,head,,,
792,1728,mbatchd daemon log,53,log,1.0,head,,,
793,1729,host hostname,1316,hostname,1.0,head,,,
794,1731,sbatchd daemon log,53,log,1.0,head,,,
795,1732,lsbatch system,223,system,1.0,head,,,
796,1733,unknown host type,204,type,1.0,head,,,
797,1735,immediate action,170,action,1.0,head,,,
798,1738,lim command,293,command,1.0,head,,,
799,1739,lim hosta,1163,hosta,1.0,head,,,
800,1740,egosh ego,994,ego,1.0,head,,,
801,1742,ego.sudoer file,52,file,1.0,head,,,
802,1743,rsh command,293,command,1.0,head,,,
803,1752,hosta default default,129,default,1.0,head,,,
804,1753,automatic host model,984,model,1.0,head,,,
805,1757,linux host,80,host,1.0,head,,,
806,1760,host architecture,1766,architecture,1.0,head,,,
807,1761,total numa node,38,node,1.0,head,,,
808,1762,total processor,775,processor,1.0,head,,,
809,1763,total core,2031,core,1.0,head,,,
810,1764,total thread,2032,thread,1.0,head,,,
811,1765,matched type,204,type,1.0,head,,,
812,1767,matched model,984,model,1.0,head,,,
813,1769,hosttype section,1111,section,1.0,head,,,
814,1773,end hosttype,1768,hosttype,1.0,head,,,
815,1774,hostmodel section,1111,section,1.0,head,,,
816,1775,new host model,984,model,1.0,head,,,
817,1776,host model list,326,list,1.0,head,,,
818,1778,line limit,126,limit,1.0,head,,,
819,1781,end hostmodel,1779,hostmodel,1.0,head,,,
820,1782,b * command,293,command,1.0,head,,,
821,1789,command request,1816,request,1.0,head,,,
822,1793,incorrect file permission,422,permission,1.0,head,,,
823,1796,memory allocation,2021,allocation,1.0,head,,,
824,1797,enough available memory,651,memory,1.0,head,,,
825,1799,internal error,280,error,1.0,head,,,
826,1800,program load,816,load,1.0,head,,,
827,1805,tcp service,95,service,1.0,head,,,
828,1806,service database,7,database,1.0,head,,,
829,1807,setuid root command,293,command,1.0,head,,,
830,1808,identd daemon,79,daemon,1.0,head,,,
831,1811,authentication datum format error,280,error,1.0,head,,,
832,1813,protocol error,280,error,1.0,head,,,
833,1814,ident daemon,79,daemon,1.0,head,,,
834,1817,bad port,351,port,1.0,head,,,
835,1818,non-privileged port,351,port,1.0,head,,,
836,1819,ident server,82,server,1.0,head,,,
837,1820,service request,1816,request,1.0,head,,,
838,1822,ident authentication,75,authentication,1.0,head,,,
839,1824,equivalent host,80,host,1.0,head,,,
840,1826,user uid,162,uid,1.0,head,,,
841,1827,rhost file,52,file,1.0,head,,,
842,1830,unknown service,95,service,1.0,head,,,
843,1833,service lim,859,lim,1.0,head,,,
844,1835,read lsf guide,2018,guide,1.0,head,,,
845,1838,daemon socket,380,socket,1.0,head,,,
846,1840,second lsf daemon,79,daemon,1.0,head,,,
847,1841,new daemon,79,daemon,1.0,head,,,
848,1845,specified line,427,line,1.0,head,,,
849,1847,section section,1111,section,1.0,head,,,
850,1849,end section line,427,line,1.0,head,,,
851,1850,keyword line format error,280,error,1.0,head,,,
852,1852,first line,427,line,1.0,head,,,
853,1853,keyword line,427,line,1.0,head,,,
854,1854,configuration section,1111,section,1.0,head,,,
855,1857,section cluster,85,cluster,1.0,head,,,
856,1858,same lsf.shared file,52,file,1.0,head,,,
857,1859,second definition,1479,definition,1.0,head,,,
858,1861,host model model,984,model,1.0,head,,,
859,1862,valid number,108,number,1.0,head,,,
860,1867,section resource,809,resource,1.0,head,,,
861,1870,illegal character,1680,character,1.0,head,,,
862,1877,non-lsf host,80,host,1.0,head,,,
863,1878,new information,8,information,1.0,head,,,
864,1882,inconsistent configuration information,8,information,1.0,head,,,
865,1883,same configuration information,8,information,1.0,head,,,
866,1884,lim host,80,host,1.0,head,,,
867,1889,index number,108,number,1.0,head,,,
868,1893,bad user,66,user,1.0,head,,,
869,1896,same user id,1493,id,1.0,head,,,
870,1897,interactive remote execution,782,execution,1.0,head,,,
871,1898,remote execution permission,422,permission,1.0,head,,,
872,1902,operation permission,422,permission,1.0,head,,,
873,1903,user id uid,162,uid,1.0,head,,,
874,1908,restart request,1816,request,1.0,head,,,
875,1909,file respath,1910,respath,1.0,head,,,
876,1912,execution permission,422,permission,1.0,head,,,
877,1913,sbatchd message,111,message,1.0,head,,,
878,1919,logjobinfo _,305,_,1.0,head,,,
879,1924,destination queue,735,queue,1.0,head,,,
880,1927,event log,53,log,1.0,head,,,
881,1930,new configuration,73,configuration,1.0,head,,,
882,1934,user program,866,program,1.0,head,,,
883,1936,management host list,326,list,1.0,head,,,
884,1937,server host list,326,list,1.0,head,,,
885,1938,configuration change,622,change,1.0,head,,,
886,1939,new resource,809,resource,1.0,head,,,
887,1940,binary upgrade,272,upgrade,1.0,head,,,
888,1943,time lsf,706,lsf,1.0,head,,,
889,1946,retry error message,111,message,1.0,head,,,
890,1949,command client message,111,message,1.0,head,,,
891,1951,batch command,293,command,1.0,head,,,
892,1952,error reason,639,reason,1.0,head,,,
893,1953,associated error message output,234,output,1.0,head,,,
894,1955,failure possible reason error message output,234,output,1.0,head,,,
895,1957,new connection,1956,connection,1.0,head,,,
896,1959,system call time,39,time,1.0,head,,,
897,1963,busy bhost display lsf,706,lsf,1.0,head,,,
898,1965,socket error,280,error,1.0,head,,,
899,1968,internal library error,280,error,1.0,head,,,
900,1969,handshake message,111,message,1.0,head,,,
901,1971,egosh command,293,command,1.0,head,,,
902,1972,ego.conf file,52,file,1.0,head,,,
903,1973,vemkd daemon,79,daemon,1.0,head,,,
904,1974,current fix pack level,2142,level,1.0,head,,,
905,1977,work file,52,file,1.0,head,,,
906,1979,ego.shared file,52,file,1.0,head,,,
907,1980,configuration file path,973,path,1.0,head,,,
908,1981,new cluster,85,cluster,1.0,head,,,
909,1983,old lsf.conf file,52,file,1.0,head,,,
910,1984,new lsf.conf file,52,file,1.0,head,,,
911,1988,old file,52,file,1.0,head,,,
912,1990,new directory structure change,622,change,1.0,head,,,
913,1991,old passwd.lsfus file,52,file,1.0,head,,,
914,1993,old lsf batch configuration file,52,file,1.0,head,,,
915,1996,old lsf batch work file,52,file,1.0,head,,,
916,1999,cluster define,982,define,1.0,head,,,
917,2003,old ego xml configuration file,52,file,1.0,head,,,
918,2005,old ego password file,52,file,1.0,head,,,
919,2008,old ego work directory,399,directory,1.0,head,,,
920,2011,new lsf cluster,85,cluster,1.0,head,,,
921,2012,original cluster,85,cluster,1.0,head,,,
922,2013,new work,390,work,1.0,head,,,
923,2015,monitoring job,3,job,1.0,head,,,
924,2017,administrator guide,2018,guide,1.0,head,,,
925,2019,configuration option,155,option,1.0,head,,,
926,2023,optional distribution,2022,distribution,1.0,head,,,
927,2025,node selection,815,selection,1.0,head,,,
928,2026,command line option,155,option,1.0,head,,,
929,2030,individual socket,380,socket,1.0,head,,,
930,2033,consumable resource,809,resource,1.0,head,,,
931,2034,consumable resource type,204,type,1.0,head,,,
932,2036,select plugin,23,plugin,1.0,head,,,
933,2037,slurm.conf option,155,option,1.0,head,,,
934,2040,additional parameter,131,parameter,1.0,head,,,
935,2043,logical cpu,650,cpu,1.0,head,,,
936,2046,partition definition,1479,definition,1.0,head,,,
937,2049,node definition,1479,definition,1.0,head,,,
938,2052,whole node,38,node,1.0,head,,,
939,2058,additional option,155,option,1.0,head,,,
940,2063,sbatch command line option,155,option,1.0,head,,,
941,2065,arestrict node selection,815,selection,1.0,head,,,
942,2066,contiguous node,38,node,1.0,head,,,
943,2067,restrict node selection,815,selection,1.0,head,,,
944,2069,suballocate cpu,650,cpu,1.0,head,,,
945,2070,node file,52,file,1.0,head,,,
946,2072,minimum number,108,number,1.0,head,,,
947,2074,default allocation method,2169,method,1.0,head,,,
948,2075,block allocation,2021,allocation,1.0,head,,,
949,2076,available cpu,650,cpu,1.0,head,,,
950,2077,cyclic allocation,2021,allocation,1.0,head,,,
951,2079,appropriate command line option,155,option,1.0,head,,,
952,2080,allocation method,2169,method,1.0,head,,,
953,2088,same node,38,node,1.0,head,,,
954,2091,single node,38,node,1.0,head,,,
955,2095,optional step,643,step,1.0,head,,,
956,2097,different task,13,task,1.0,head,,,
957,2098,same subset,2096,subset,1.0,head,,,
958,2099,different subset,2096,subset,1.0,head,,,
959,2100,task affinity,2104,affinity,1.0,head,,,
960,2102,task plugin,23,plugin,1.0,head,,,
961,2106,cgroup.conf option,155,option,1.0,head,,,
962,2111,additional note,408,note,1.0,head,,,
963,2115,whole node allocation,2021,allocation,1.0,head,,,
964,2117,other subset,2096,subset,1.0,head,,,
965,2120,comprehensive set,264,set,1.0,head,,,
966,2123,limited information,8,information,1.0,head,,,
967,2131,linux command,293,command,1.0,head,,,
968,2134,same information,8,information,1.0,head,,,
969,2137,physical cpu layout,2041,layout,1.0,head,,,
970,2141,accounting limit,126,limit,1.0,head,,,
971,2143,sacctmgr man page,277,page,1.0,head,,,
972,2146,additional scenario,2145,scenario,1.0,head,,,
973,2148,hypernode node,38,node,1.0,head,,,
974,2149,n3 state,104,state,1.0,head,,,
975,2150,cons_tre plugin,23,plugin,1.0,head,,,
976,2152,linear configuration option,155,option,1.0,head,,,
977,2153,srun option,155,option,1.0,head,,,
978,2154,simple allocation,2021,allocation,1.0,head,,,
979,2155,default partition,216,partition,1.0,head,,,
980,2156,selecttype configuration option,155,option,1.0,head,,,
981,2159,balanced allocation,2021,allocation,1.0,head,,,
982,2160,unique cpu,650,cpu,1.0,head,,,
983,2162,resource fragmentation,2164,fragmentation,1.0,head,,,
984,2163,allocate cpu,650,cpu,1.0,head,,,
985,2165,unallocated cpu,650,cpu,1.0,head,,,
986,2168,configuration option cr_core_default_dist_block,2166,cr_core_default_dist_block,1.0,head,,,
987,2170,cyclic distribution,2022,distribution,1.0,head,,,
988,2172,cyclic option,155,option,1.0,head,,,
989,2173,task id,1493,id,1.0,head,,,
990,2174,default allocation,2021,allocation,1.0,head,,,
991,2175,plane distribution,2022,distribution,1.0,head,,,
992,2177,first node,38,node,1.0,head,,,
993,2178,second node,38,node,1.0,head,,,
994,2179,third node,38,node,1.0,head,,,
995,2180,n0 srun option,155,option,1.0,head,,,
996,2181,node n,1530,n,1.0,head,,,
997,2183,oversubscribe cpu,650,cpu,1.0,head,,,
998,2189,socket id,1493,id,1.0,head,,,
999,2191,default distribution method,2169,method,1.0,head,,,
1000,2194,allocate core,2031,core,1.0,head,,,
1001,2195,block allocation method,2169,method,1.0,head,,,
1002,2197,block distribution method,2169,method,1.0,head,,,
1003,2198,other socket,380,socket,1.0,head,,,
1004,2199,block allocation method cpu,650,cpu,1.0,head,,,
1005,2202,cyclic distribution method,2169,method,1.0,head,,,
1006,2206,block option,155,option,1.0,head,,,
1007,2207,multi-thread job,3,job,1.0,head,,,
1008,2209,single socket,380,socket,1.0,head,,,
1009,2210,selecttypeparameter configuration option,155,option,1.0,head,,,
1010,2211,taskplugin configuration option,155,option,1.0,head,,,
1011,2213,task cgroup,33,cgroup,1.0,head,,,
1012,2215,cgroup plugin,23,plugin,1.0,head,,,
1013,2216,block method,2169,method,1.0,head,,,
1014,2217,task distribution option,155,option,1.0,head,,,
1015,2218,affinity plugin,23,plugin,1.0,head,,,
1016,2,accounting information,111,message,0.8,wordnet,,,
1017,2,accounting information,1376,content,0.8,wordnet,,,
1018,3,job,390,work,0.8,wordnet,,,
1019,5,accounting record,108,number,0.8,wordnet,,,
1020,6,simple text file,109,record,0.8,wordnet,,,
1021,6,simple text file,427,line,0.8,wordnet,,,
1022,7,database,8,information,0.8,wordnet,,,
1023,7,database,425,info,0.8,wordnet,,,
1024,8,information,111,message,0.8,wordnet,,,
1025,8,information,1376,content,0.8,wordnet,,,
1026,11,individual task,390,work,0.8,wordnet,,,
1027,13,task,390,work,0.8,wordnet,,,
1028,15,valuable information,111,message,0.8,wordnet,,,
1029,15,valuable information,1376,content,0.8,wordnet,,,
1030,19,time interval,490,amount,0.8,wordnet,,,
1031,20,distinct plugin type,849,kind,0.8,wordnet,,,
1032,20,distinct plugin type,544,sort,0.8,wordnet,,,
1033,20,distinct plugin type,482,form,0.8,wordnet,,,
1034,21,resource accounting,613,explanation,0.8,wordnet,,,
1035,21,resource accounting,215,account,0.8,wordnet,,,
1036,21,resource accounting,223,system,0.8,wordnet,,,
1037,22,slurm configuration parameter,195,address,0.8,wordnet,,,
1038,22,slurm configuration parameter,1368,reference,0.8,wordnet,,,
1039,25,detailed job,390,work,0.8,wordnet,,,
1040,26,job step information,111,message,0.8,wordnet,,,
1041,26,job step information,1376,content,0.8,wordnet,,,
1042,30,mechanism,70,performance,0.8,wordnet,,,
1043,30,mechanism,782,execution,0.8,wordnet,,,
1044,35,job completion information,111,message,0.8,wordnet,,,
1045,35,job completion information,1376,content,0.8,wordnet,,,
1046,38,node,1956,connection,0.8,wordnet,,,
1047,39,time,165,case,0.8,wordnet,,,
1048,39,time,181,instance,0.8,wordnet,,,
1049,40,completion time,165,case,0.8,wordnet,,,
1050,40,completion time,181,instance,0.8,wordnet,,,
1051,43,only basic job information,111,message,0.8,wordnet,,,
1052,43,only basic job information,1376,content,0.8,wordnet,,,
1053,46,mariadb database,8,information,0.8,wordnet,,,
1054,46,mariadb database,425,info,0.8,wordnet,,,
1055,52,file,109,record,0.8,wordnet,,,
1056,52,file,427,line,0.8,wordnet,,,
1057,53,log,1522,index,0.8,wordnet,,,
1058,56,log file,109,record,0.8,wordnet,,,
1059,56,log file,427,line,0.8,wordnet,,,
1060,59,new log file,109,record,0.8,wordnet,,,
1061,59,new log file,427,line,0.8,wordnet,,,
1062,60,datum,8,information,0.8,wordnet,,,
1063,62,password datum,8,information,0.8,wordnet,,,
1064,70,performance,262,show,0.8,wordnet,,,
1065,70,performance,170,action,0.8,wordnet,,,
1066,72,such service,390,work,0.8,wordnet,,,
1067,73,configuration,472,plan,0.8,wordnet,,,
1068,77,database use,530,utility,0.8,wordnet,,,
1069,82,server,120,computer,0.8,wordnet,,,
1070,89,failure,1109,lot,0.8,wordnet,,,
1071,90,switch,785,control,0.8,wordnet,,,
1072,91,new version,204,type,0.8,wordnet,,,
1073,92,same time,165,case,0.8,wordnet,,,
1074,92,same time,181,instance,0.8,wordnet,,,
1075,93,unexpected result,1443,finish,0.8,wordnet,,,
1076,94,internal cache,438,buffer,0.8,wordnet,,,
1077,95,service,390,work,0.8,wordnet,,,
1078,96,cached datum,8,information,0.8,wordnet,,,
1079,99,startup,485,beginning,0.8,wordnet,,,
1080,99,startup,304,start,0.8,wordnet,,,
1081,100,slurmctld start,485,beginning,0.8,wordnet,,,
1082,100,slurmctld start,1954,point,0.8,wordnet,,,
1083,101,cache,438,buffer,0.8,wordnet,,,
1084,102,valid bank account,109,record,0.8,wordnet,,,
1085,104,state,1004,attribute,0.8,wordnet,,,
1086,106,critical datum,8,information,0.8,wordnet,,,
1087,107,step accounting record,108,number,0.8,wordnet,,,
1088,108,number,490,amount,0.8,wordnet,,,
1089,108,number,70,performance,0.8,wordnet,,,
1090,109,record,108,number,0.8,wordnet,,,
1091,111,message,137,communication,0.8,wordnet,,,
1092,117,accounting,613,explanation,0.8,wordnet,,,
1093,117,accounting,215,account,0.8,wordnet,,,
1094,117,accounting,223,system,0.8,wordnet,,,
1095,119,same person,210,build,0.8,wordnet,,,
1096,119,same person,950,figure,0.8,wordnet,,,
1097,119,same person,482,form,0.8,wordnet,,,
1098,120,computer,141,machine,0.8,wordnet,,,
1099,121,user id number,490,amount,0.8,wordnet,,,
1100,121,user id number,70,performance,0.8,wordnet,,,
1101,125,user account,109,record,0.8,wordnet,,,
1102,129,default,89,failure,0.8,wordnet,,,
1103,131,parameter,195,address,0.8,wordnet,,,
1104,131,parameter,1368,reference,0.8,wordnet,,,
1105,134,uppercase character,1004,attribute,0.8,wordnet,,,
1106,135,good way,973,path,0.8,wordnet,,,
1107,137,communication,1956,connection,0.8,wordnet,,,
1108,139,purpose,530,utility,0.8,wordnet,,,
1109,140,normal munge configuration,472,plan,0.8,wordnet,,,
1110,141,machine,552,organization,0.8,wordnet,,,
1111,142,choice,170,action,0.8,wordnet,,,
1112,143,single munge key,613,explanation,0.8,wordnet,,,
1113,144,unique key,613,explanation,0.8,wordnet,,,
1114,145,second key,613,explanation,0.8,wordnet,,,
1115,147,key,613,explanation,0.8,wordnet,,,
1116,148,single configuration file,109,record,0.8,wordnet,,,
1117,148,single configuration file,427,line,0.8,wordnet,,,
1118,150,different configuration,472,plan,0.8,wordnet,,,
1119,151,different key,613,explanation,0.8,wordnet,,,
1120,152,key file,109,record,0.8,wordnet,,,
1121,152,key file,427,line,0.8,wordnet,,,
1122,153,file option,170,action,0.8,wordnet,,,
1123,154,proper key,613,explanation,0.8,wordnet,,,
1124,155,option,170,action,0.8,wordnet,,,
1125,158,slurmdbd configuration file,109,record,0.8,wordnet,,,
1126,158,slurmdbd configuration file,427,line,0.8,wordnet,,,
1127,160,more detail,1642,fact,0.8,wordnet,,,
1128,160,more detail,644,part,0.8,wordnet,,,
1129,161,authentication module,523,ability,0.8,wordnet,,,
1130,164,same i d,1871,letter,0.8,wordnet,,,
1131,166,combination,2093,sequence,0.8,wordnet,,,
1132,167,passwd file,109,record,0.8,wordnet,,,
1133,167,passwd file,427,line,0.8,wordnet,,,
1134,168,database server,120,computer,0.8,wordnet,,,
1135,170,action,104,state,0.8,wordnet,,,
1136,171,operator,1876,function,0.8,wordnet,,,
1137,171,operator,1544,mapping,0.8,wordnet,,,
1138,176,backup instance,8,information,0.8,wordnet,,,
1139,179,different machine,552,organization,0.8,wordnet,,,
1140,180,primary instance,8,information,0.8,wordnet,,,
1141,181,instance,8,information,0.8,wordnet,,,
1142,182,same database,8,information,0.8,wordnet,,,
1143,182,same database,425,info,0.8,wordnet,,,
