id,child_canonical_id,child_canonical_term,parent_canonical_id,parent_canonical_term,score,method,doc_id,sent_id,evidence_text
2,3993,slurmdbd plugin,179,plugin,1.0,pattern_def,doc_4387,doc_4387_sent_00028,"Note if you switch from using the MySQL plugin to use the SlurmDBD plugin you must make sure the cluster has been added to the database. The MySQL plugin doesn't require this, but also will not hurt things if you have it there when using the MySQL plugin. You can verify with
sacctmgr list cluster"
4,4028,passwd file,105,file,1.0,pattern_def,doc_4387,doc_4387_sent_00045,"If not using MUNGE, you should add anyone you want to be an administrator or operator to the passwd file."
25,2153,affinity plugin,179,plugin,1.0,pattern_def,doc_ebf2,doc_ebf2_sent_00044,"This will allow it to constrain resources to a job plus getting the advantage of the affinity plugin (order doesn't matter):
TaskPlugin=task/cgroup,task/affinityjobacct_gather/cgroup plugin
The jobacct_gather/cgroup plugin is an alternative to the jobacct_gather/linux plugin for the collection of accounting statistics for jobs, steps and tasks."
39,3062,text file,105,file,1.0,pattern_def,doc_2cc9,doc_2cc9_sent_00075,"None: No job accounting storage
 SlurmDBD: Write job accounting to SlurmDBD (database daemon) which can securely save the data from many Slurm managed clusters into a common database
 AccountingStorageLoc: Location specification or database name. This is the location of the text file to be written to (used by Log only)."
45,1456,execution node,409,node,1.0,pattern_def,doc_0ac6,doc_0ac6_sent_00019,"oci.conf must be configured on the execution node for the job, otherwise the requested container will be ignored by Slurm (but can be used by the job or any given plugin)."
53,4885,task plugin,179,plugin,1.0,pattern_def,doc_d9be,doc_d9be_sent_00051,Step 4 is performed by slurmd and the task plugin.
54,2331,cons_tre plugin,179,plugin,1.0,pattern_def,doc_d9be,doc_d9be_sent_00075,"State=IDLE
PartitionName=regnodes Nodes=n0,n1,n2 OverSubscribe=YES Default=YES State=UP
PartitionName=hypernode Nodes=n3 State=UP
These examples show the use of the cons_tres plugin."
68,1349,elasticsearch plugin,179,plugin,1.0,pattern_def,doc_0605,doc_0605_sent_00027,"Acknowledgments
The Elasticsearch plugin was created as part of Alejandro Sanchez's Master's Thesis."
91,4698,patch file,105,file,1.0,pattern_def,doc_5755,doc_5755_sent_00332,"/dev/null
$ rpmbuild -ta slurm-23.11.1.tar.bz2 > /dev/null
Alternatively, as of Slurm 24.11.0 when using rpmbuild, a patched package may be created directly by placing the patch file in the same directory as the source tarball and executing the following command:
$ rpmbuild -ta --define 'patch security.patch' slurm-24.11.0.tar.bz2
Why am I being offered an automatic update for Slurm?
EPEL has added Slurm packages to their repository to make them more widely available to the Linux community."
98,5230,head node,409,node,1.0,pattern_def,doc_5755,doc_5755_sent_00463,Restart the slurmctld daemon (e.g. systemctl start slurmctld on the head node)
103,3685,error file,105,file,1.0,pattern_def,doc_5755,doc_5755_sent_00535,Slurm assumes that this file descriptor is only owned by the user process while running. The file descriptor is opened as specified and passed to the task so it makes use of the file descriptor directly. Slumstepd is able to log error messages to the error file by duplicating the standard error of the process.
104,4517,output file,105,file,1.0,pattern_def,doc_5755,doc_5755_sent_00538,"The script is running as SlurmUser, so intensive validation of the file name may be required (e.g. to prevent users from specifying something like /etc/passwd as the output file)."
105,5329,cgroup plugin,179,plugin,1.0,pattern_def,doc_5755,doc_5755_sent_00543,We rely upon the cgroup plugin for most systems.
116,4737,core file,105,file,1.0,pattern_def,doc_5755,doc_5755_sent_00629,"In order to generate a backtrace you must use gdb, specify the path to the slurm* binary that generated the crash, and specify the path to the core file."
120,97,open file,105,file,1.0,pattern_def,doc_5755,doc_5755_sent_00648,It is recommended that you set the open file hard limit to 8192 across the cluster.
121,2403,user job,50,job,1.0,pattern_def,doc_5755,doc_5755_sent_00649,"SlurmdDebug fails to log job step information at the appropriate level
There are two programs involved here. One is slurmd, which is a persistent daemon running at the desired debug level. The second program is slurmstepd, which executes the user job and its debug level is controlled by the user."
123,795,sibling job,50,job,1.0,pattern_def,doc_7940,doc_7940_sent_00050,Specific pending sibling jobs can be removed by using scancel's --sibling=<cluster_name> option to remove the sibling job from the job's active sibling list.
125,2380,job queue,308,queue,1.0,pattern_def,doc_1988,doc_1988_sent_00044,"This thread sleeps for the configured SchedulerTimeSlice interval. When it wakes up, it checks each partition for suspended jobs. If suspended jobs are found then the timeslicer thread moves all running jobs to the end of the job queue."
134,9285,hdf5,105,file,1.0,pattern_def,doc_e541,doc_e541_sent_00050,"$SLURM_JOB_ID""
Data Extraction
The sh5util program can also be used to extract specific data from the HDF5 file and write it in comma separated value (csv) form for importation into other analysis tools such as spreadsheets."
142,5651,datawarp plugin,179,plugin,1.0,pattern_def,doc_5d35,doc_5d35_sent_00034,"The batch script's first component of the job will be modified in order to replace the burst buffer directives of other job components with ""#EXCLUDED directive"" where directive is ""DW"" or ""BB"" for the datawarp plugin and is the configured value for the lua plugin."
173,2428,scancel command,1336,command,1.0,pattern_def,doc_4d9f,doc_4d9f_sent_00031,"Scancel Command Use
If the job ID of a job array is specified as input to the scancel command then all elements of that job array will be cancelled."
180,3966,sacct command,1336,command,1.0,pattern_def,doc_9fd4,doc_9fd4_sent_00014,Job and step records sent to the Slurm db can be viewed using the sacct command. The default sacct output contains an ExitCode field whose format mirrors the output of scontrol and sview described above.
189,1273,lua plugin,179,plugin,1.0,pattern_def,doc_e8f0,doc_e8f0_sent_00017,"Slurm can be configured to use multiple job_submit plugins if desired, however the lua plugin will only execute one lua script named ""job_submit.lua"" located in the default script directory (typically the subdirectory ""etc"" of the installation directory)."
191,3261,state file,105,file,1.0,pattern_def,doc_32e0,doc_32e0_sent_00029,"You must be using librdkafka v1.0.0 or later in order to take advantage of the purge functionality described above. With previous versions the outgoing queue can not be purged to the state file on shutdown, which means that any messages that weren't delivered before the termination of the kafka plugin will be lost."
192,4021,key file,105,file,1.0,pattern_def,doc_6b88,doc_6b88_sent_00026,"count=1
chown slurm:slurm /var/spool/slurm/statesave/jwt_hs256.key
chmod 0600 /var/spool/slurm/statesave/jwt_hs256.key
chown slurm:slurm /var/spool/slurm/statesave
chmod 0755 /var/spool/slurm/statesave
The key does not have to be in the StateSaveLocation, but that is a convenient location if you have multiple controllers since it is shared between them. The key should not be placed in a directory where non-admin users might be able to access it. The key file should be owned by SlurmUser or root, with recommended permissions of 0400."
194,6112,jwk,105,file,1.0,pattern_def,doc_6b88,doc_6b88_sent_00038,"It can be re-enabled by explicitly configuring the jwt_key= option alongside jwks=.
Note: Slurm ignores the x5c and x5t fields and does not attempt to verify the certificate chain if presented in the JWKS file."
208,755,mcs,179,plugin,1.0,pattern_def,doc_50f7,doc_50f7_sent_00030,"So labels can be configured to be enforced or set on demand, and the specific MCS Plugin is responsible for checking the validity of these labels. When enforced, the MCS Plugin implementation will always associate a MCS label to a submitted job, either the default value or the one requested by the user (if it's considered correct)."
212,2448,mpi,50,job,1.0,pattern_def,doc_2329,doc_2329_sent_00010,"Two Slurm parameters control which PMI (Process Management Interface) implementation will be supported. Proper configuration is essential for Slurm to establish the proper environment for the MPI job, such as setting the appropriate environment variables. The MpiDefault configuration parameter in slurm.conf establishes the system's default PMI to be used."
222,2594,mpirun command,1336,command,1.0,pattern_def,doc_2329,doc_2329_sent_00059,"When launched within an allocation the mpirun command will automatically read the environment variables set by Slurm such as nodes, cpus, tasks, etc, in order to start the required hydra daemons on every node."
226,7599,slurmd node,409,node,1.0,pattern_def,doc_e643,doc_e643_sent_00031,"One possible scenario is if a user's shell is /sbin/nologin on the slurmctld machine but /bin/bash on the slurmd node. An interactive salloc may fail to launch since it will try to spawn the default shell, which according to the slurmctld is /sbin/nologin."
232,1338,sbatch command,1336,command,1.0,pattern_def,doc_8ca0,doc_8ca0_sent_00042,The sbatch command can use the --wait-all-nodes option to override this configuration parameter.
233,2251,client command,1336,command,1.0,pattern_def,doc_8ca0,doc_8ca0_sent_00044,"Options of interest include:
cloud_dns
By default, Slurm expects that the network addresses for cloud nodes won't be known until creation of the node and that Slurm will be notified of the node's address upon registration. Since Slurm communications rely on the node configuration found in the slurm.conf, Slurm will tell the client command, after waiting for all nodes to boot, each node's IP address. However, in environments where the nodes are in DNS, this step can be avoided by configuring this option."
236,2240,login node,409,node,1.0,pattern_def,doc_8ca0,doc_8ca0_sent_00147,"In the case of the salloc command, once the allocation is made a new shell will be created on the login node."
237,8564,preemptable job,50,job,1.0,pattern_def,doc_c8a9,doc_c8a9_sent_00003,"When a job that can preempt others is allocated resources that are already allocated to one or more jobs that could be preempted by the first job, the preemptable job(s) are preempted."
242,8569,preempted job,50,job,1.0,pattern_def,doc_c8a9,doc_c8a9_sent_00043,"Because gang scheduling is performed independently for each partition, if using PreemptType=preempt/partition_prio then jobs in higher PriorityTier partitions will suspend jobs in lower PriorityTier partitions to run on the released resources. Only when the preemptor job ends then the suspended jobs will be resumed by the Gang scheduler. If PreemptType=preempt/qos is configured and if the preempted job(s) and the preemptor job from are on the same partition, then they will share resources with the Gang scheduler (time-slicing)."
249,8546,preemptor job,50,job,1.0,pattern_def,doc_c8a9,doc_c8a9_sent_00092,"This leaves the gang scheduler in charge of controlling which jobs should run on the over-allocated resources. If PreemptMode=SUSPEND, jobs are suspended using the same internal functions that support scontrol suspend and scontrol resume. A good way to observe the operation of the gang scheduler is by running squeue -i<time> in a terminal window.
Limitations of Preemption During Backfill Scheduling
For performance reasons, the backfill scheduler reserves whole nodes for jobs, not partial nodes. If during backfill scheduling a job preempts one or more other jobs, the whole nodes for those preempted jobs are reserved for the preemptor job, even if the preemptor job requested fewer resources than that."
251,1448,compute node,409,node,1.0,pattern_def,doc_61ca,doc_61ca_sent_00025,"Description:
Called within the slurmd as root before the first step of a job starts on the compute node."
252,3753,single node,409,node,1.0,pattern_def,doc_ac8b,doc_ac8b_sent_00038,"A job that requests all the nodes on the machine will get a job size factor of 1.0. When the PriorityFavorSmall Boolean is YES, the single node job will receive the 1.0 job size factor."
256,4527,current job,50,job,1.0,pattern_def,doc_8a75,doc_8a75_sent_00129,Step ID of the current job. Available in SrunProlog and SrunEpilog.
259,2325,running job,50,job,1.0,pattern_def,doc_289e,doc_289e_sent_00014,"When there is a queued job with a QOS that is allowed to preempt a running job of another QOS, the Slurm scheduler will preempt the running job."
261,2836,sacctmgr command,1336,command,1.0,pattern_def,doc_289e,doc_289e_sent_00080,"QOS examples
QOS manipulation examples. All QOS operations are done using the sacctmgr command. The default output of 'sacctmgr show qos' is very long given the large number of limits and options available"
264,4405,sinfo command,1336,command,1.0,pattern_def,doc_48b2,doc_48b2_sent_00047,The * following the state down indicate the nodes are not responding. Note the use of a concise expression for node name specification with a common prefix adev and numeric ranges or specific numbers identified. This format allows for very large clusters to be easily managed. The sinfo command has many options to easily let you view the information of interest to you in whatever format you prefer. See the man page for more information.
266,212,squeue command,1336,command,1.0,pattern_def,doc_48b2,doc_48b2_sent_00052,The squeue command has many options to easily let you view the information of interest to you in whatever format you prefer. See the man page for more information.
269,1340,default partition,416,partition,1.0,pattern_def,doc_48b2,doc_48b2_sent_00066,The default partition will be used.
272,1337,salloc command,1336,command,1.0,pattern_def,doc_48b2,doc_48b2_sent_00080,"""adev[9-10]"" -o my.stdout my.script
sbatch: Submitted batch job 469
adev0: cat my.stdout
adev9
0: /home/jette
1: /home/jette
2: /home/jette
3: /home/jette
The final mode of operation is to create a resource allocation and spawn job steps within that allocation. The salloc command is used to create a resource allocation and typically start a shell within that allocation. One or more job steps would typically be executed within that allocation using the srun command to launch the tasks (depending upon the type of MPI being used, the launch mechanism may differ, see MPI details below)."
273,1300,srun command,1336,command,1.0,pattern_def,doc_48b2,doc_48b2_sent_00080,"""adev[9-10]"" -o my.stdout my.script
sbatch: Submitted batch job 469
adev0: cat my.stdout
adev9
0: /home/jette
1: /home/jette
2: /home/jette
3: /home/jette
The final mode of operation is to create a resource allocation and spawn job steps within that allocation. The salloc command is used to create a resource allocation and typically start a shell within that allocation. One or more job steps would typically be executed within that allocation using the srun command to launch the tasks (depending upon the type of MPI being used, the launch mechanism may differ, see MPI details below)."
274,819,dependency,1336,command,1.0,pattern_def,doc_ce7f,doc_ce7f_sent_00020,"This dependency is a command that must be present, typically provided by a package of the same name.man2html
Lua APIlua
PAM supportPAM
PMIx support (requires --with-pmix at build time)pmix
Readline support in scontrol and sacctmgr interactive modesreadline
slurmrestd
Provides support for Slurm's REST API (optional prerequisites will enable additional functionality)http-parser
json-c
yaml (opt.)"
276,14,multifactor plugin,179,plugin,1.0,pattern_def,doc_ce7f,doc_ce7f_sent_00109,"The multifactor plugin will assign a priority to jobs based upon a multitude of configuration parameters (age, size, fair-share allocation, etc.) and its details are beyond the scope of this document. See the Multifactor Job Priority Plugin document for details."
279,1775,configuration file,105,file,1.0,pattern_def,doc_ce7f,doc_ce7f_sent_00158,"Without the ""-c"" option, the daemons will restore any previously saved state information: node state, job state, etc. With the ""-c"" option all previously running jobs will be purged and node state will be restored to the values specified in the configuration file. This means that a node configured down manually using the scontrol command will be returned to service unless noted as being down in the configuration file. In practice, Slurm consistently restarts with preservation."
282,4397,scontrol command,1336,command,1.0,pattern_def,doc_edd8,doc_edd8_sent_00020,"Its value may be viewed or modified using the scontrol command, similar to how a node's CpuBind value is changed:
scontrol update PartitionName=debug CpuBind=cores
TaskPluginParam Configuration
The last possible source of the resource binding information is the TaskPluginParam configuration parameter from the slurm.conf file."
283,4285,slurm partition,416,partition,1.0,pattern_def,doc_d41b,doc_d41b_sent_00019,"An association is a 4-tuple consisting of the cluster name, bank account, user and (optionally) the Slurm partition."
284,551,heterogeneous job,50,job,1.0,pattern_def,doc_05b9,doc_05b9_sent_00270,"array[String]
extra (optional)
String Arbitrary string used for node filtering if extra constraints are enabled
constraints (optional)
String Comma-separated list of features that are required
group_id (optional)
String Group ID of the user that owns the job
hetjob_group (optional)
Integer Unique sequence number applied to this component of the heterogeneous job format:"
286,864,acct_gather_profile plugin,179,plugin,1.0,pattern_def,doc_05b9,doc_05b9_sent_00284,"array[String] Profile used by the acct_gather_profile plugin
Enum:
qos (optional)
String Quality of Service assigned to the job, if pending the QOS requested
reboot (optional)
Boolean Node reboot requested before start
required_nodes (optional)
String Comma-separated list of required nodes
required_switches (optional)
Integer Maximum number of switches format: int32
requeue (optional)
Boolean Determines whether the job may be requeued
resize_time (optional)
v0.0.43_uint64_no_val_struct
restart_cnt (optional)
Integer Number of job restarts format: int32
resv_name (optional)
String Name of reservation to use
scheduled_nodes (optional)
String List of nodes scheduled to be used for the job
segment_size (optional)"
288,1871,service file,105,file,1.0,pattern_def,doc_0e42,doc_0e42_sent_00029,"If this duplicates what is already set in the 'ExecStart' line in the service file, it will fail."
289,262,backfill plugin,179,plugin,1.0,pattern_def,doc_2770,doc_2770_sent_00024,"It then considers pending jobs in priority order, determining when and where each will start, taking into consideration the possibility of job preemption, gang scheduling, generic resource (GRES) requirements, memory requirements, etc. If the job under consideration can start immediately without impacting the expected start time of any higher priority job, then it does so. Otherwise the resources required by the job will be reserved during the job's expected execution time. The backfill plugin will set the expected start time for pending jobs setting these reserved nodes into a 'Planned' state. A job's expected start time can be seen using the squeue --start command. For performance reasons, the backfill scheduler reserves whole nodes for jobs, even if jobs don't require whole nodes."
292,3301,select plugin,179,plugin,1.0,pattern_def,doc_f486,doc_f486_sent_00013,Most of the logic in the select plugin is dedicated to identifying resources to be allocated to a new job.
293,3686,slurm job,50,job,1.0,pattern_def,doc_2660,doc_2660_sent_00003,"Architecture
When enabled, the Slurm job submission commands — salloc, sbatch, and srun — will automatically set a field with the current operating context."
294,1234,job_submit plugin,179,plugin,1.0,pattern_def,doc_2660,doc_2660_sent_00008,"At this time, there is not a reliable and secure way to get/verify contexts internally so you MUST create this script and perform verification in the job_submit plugin."
295,2475,slurm plugin,179,plugin,1.0,pattern_def,doc_3773,doc_3773_sent_00006,"Plugins must conform to the Slurm Plugin API with the following specifications:
const char plugin_type[]=""major/minor""
The major type must be ""site_factor"" The minor type can be any recognizable abbreviation for the specific plugin."
297,3443,site_factor plugin,179,plugin,1.0,pattern_def,doc_3773,doc_3773_sent_00022,Interpretation of any value is left to the site_factor plugin itself.
301,2959,log file,105,file,1.0,pattern_def,doc_f2ec,doc_f2ec_sent_00044,Again check the log file for an indication of why it failed.
302,2283,slurmctld node,409,node,1.0,pattern_def,doc_8f5e,doc_8f5e_sent_00074,"The non-slurmdbd functionality of the cluster will continue to operate while the upgrade is in process, provided the activity does not fill up the slurmdbd Agent queue on the slurmctld node."
303,1,effective usage ratio,38,usage ratio,-7.111192226409912,hit_wordnet,,,
304,1,effective usage ratio,831,time period,-12.596698760986328,hit_wordnet,,,
305,1,effective usage ratio,300,statistic,-14.043167114257812,hit_wordnet,,,
306,1,effective usage ratio,2333,amount,-14.479220390319824,hit_wordnet,,,
307,1,effective usage ratio,2872,percentage,-14.616025924682617,hit_wordnet,,,
308,2,account hierarchy,678,hierarchy,-9.70299243927002,hit_wordnet,,,
309,2,account hierarchy,831,time period,-11.135881423950195,hit_wordnet,,,
310,2,account hierarchy,187,collection,-11.303770065307617,hit_wordnet,,,
311,2,account hierarchy,339,entity,-11.502021789550781,hit_wordnet,,,
312,2,account hierarchy,4256,organization,-11.954575538635254,hit_wordnet,,,
313,3,configuration,2178,implementation,-7.718493461608887,hit_wordnet,,,
314,3,configuration,119,system,-8.072545051574707,hit_wordnet,,,
315,3,configuration,831,time period,-8.26220989227295,hit_wordnet,,,
316,3,configuration,4256,organization,-9.452202796936035,hit_wordnet,,,
317,3,configuration,1384,concept,-9.583148956298828,hit_wordnet,,,
318,5,depth,9100,attribute,-6.743563652038574,hit_wordnet,,,
319,5,depth,2834,quality,-7.757659912109375,hit_wordnet,,,
320,5,depth,2050,property,-7.895196914672852,hit_wordnet,,,
321,5,depth,831,time period,-8.141901969909668,hit_wordnet,,,
322,5,depth,325,ability,-8.228628158569336,hit_wordnet,,,
323,6,share factor,2842,factor,-10.067533493041992,hit_wordnet,,,
324,6,share factor,831,time period,-11.444793701171875,hit_wordnet,,,
325,6,share factor,339,entity,-11.54391098022461,hit_wordnet,,,
326,6,share factor,2441,person,-12.41025447845459,hit_wordnet,,,
327,6,share factor,2873,unit,-12.43737506866455,hit_wordnet,,,
328,10,account,339,entity,-9.411399841308594,hit_wordnet,,,
329,10,account,831,time period,-9.557504653930664,hit_wordnet,,,
330,10,account,187,collection,-10.310157775878906,hit_wordnet,,,
331,10,account,73,document,-10.661145210266113,hit_wordnet,,,
332,10,account,2441,person,-10.940449714660645,hit_wordnet,,,
333,13,priority,831,time period,-11.410467147827148,hit_wordnet,,,
334,13,priority,2386,good,-11.86135482788086,hit_wordnet,,,
335,13,priority,9100,attribute,-12.062886238098145,hit_wordnet,,,
336,13,priority,2333,amount,-12.211699485778809,hit_wordnet,,,
337,13,priority,325,ability,-12.262330055236816,hit_wordnet,,,
338,14,multifactor plugin,339,entity,-11.479692459106445,hit_wordnet,,,
339,14,multifactor plugin,2175,optional plugin,-12.076715469360352,hit_wordnet,,,
340,14,multifactor plugin,2441,person,-12.139765739440918,hit_wordnet,,,
341,14,multifactor plugin,2153,affinity plugin,-12.178254127502441,hit_wordnet,,,
342,14,multifactor plugin,831,time period,-12.456331253051758,hit_wordnet,,,
343,18,share formula,831,time period,-11.741790771484375,hit_wordnet,,,
344,18,share formula,20,formula,-12.69819164276123,hit_wordnet,,,
345,18,share formula,339,entity,-13.117044448852539,hit_wordnet,,,
346,18,share formula,136,integer,-14.259733200073242,hit_wordnet,,,
347,18,share formula,584,group,-14.47170352935791,hit_wordnet,,,
348,20,formula,831,time period,-9.198471069335938,hit_wordnet,,,
349,20,formula,339,entity,-9.73853874206543,hit_wordnet,,,
350,20,formula,584,group,-11.485316276550293,hit_wordnet,,,
351,20,formula,133,word,-11.901803970336914,hit_wordnet,,,
352,20,formula,465,process,-12.135852813720703,hit_wordnet,,,
353,21,result,831,time period,-5.978737831115723,hit_wordnet,,,
354,21,result,339,entity,-7.608983039855957,hit_wordnet,,,
355,21,result,100,message,-8.093792915344238,hit_wordnet,,,
356,21,result,73,document,-8.40342903137207,hit_wordnet,,,
357,21,result,89,activity,-8.494664192199707,hit_wordnet,,,
358,22,level,831,time period,-7.102806091308594,hit_wordnet,,,
359,22,level,776,interval,-10.364851951599121,hit_wordnet,,,
360,22,level,3315,degree,-10.40868854522705,hit_wordnet,,,
361,22,level,339,entity,-10.628143310546875,hit_wordnet,,,
362,22,level,2038,rank,-10.72773265838623,hit_wordnet,,,
363,23,tree,2441,person,-11.843297004699707,hit_wordnet,,,
364,23,tree,831,time period,-12.000317573547363,hit_wordnet,,,
365,23,tree,584,group,-12.215188980102539,hit_wordnet,,,
366,23,tree,339,entity,-13.138533592224121,hit_wordnet,,,
367,24,root,23,tree,-6.992831230163574,hit_wordnet,,,
368,24,root,831,time period,-8.78773307800293,hit_wordnet,,,
369,24,root,584,group,-9.297945976257324,hit_wordnet,,,
370,24,root,2441,person,-9.299771308898926,hit_wordnet,,,
371,24,root,339,entity,-9.325353622436523,hit_wordnet,,,
372,28,share,187,collection,-7.735054016113281,hit_wordnet,,,
373,28,share,831,time period,-7.877194404602051,hit_wordnet,,,
374,28,share,339,entity,-8.24393367767334,hit_wordnet,,,
375,28,share,584,group,-8.98660945892334,hit_wordnet,,,
376,28,share,4256,organization,-9.092415809631348,hit_wordnet,,,
377,30,life decay,831,time period,-9.19157600402832,hit_wordnet,,,
378,30,life decay,8056,decay,-10.500499725341797,hit_wordnet,,,
379,30,life decay,465,process,-12.929777145385742,hit_wordnet,,,
380,30,life decay,339,entity,-14.541868209838867,hit_wordnet,,,
381,30,life decay,4979,non-killable process,-14.561595916748047,hit_wordnet,,,
382,33,bit,1466,tool,-5.4273481369018555,hit_wordnet,,,
383,33,bit,2176,device,-7.548540115356445,hit_wordnet,,,
384,33,bit,4374,framework,-7.752042770385742,hit_wordnet,,,
385,33,bit,160,thread,-7.851305961608887,hit_wordnet,,,
386,33,bit,2441,person,-7.934937477111816,hit_wordnet,,,
387,36,sall_sibling,2441,person,-9.512072563171387,hit_wordnet,,,
388,36,sall_sibling,339,entity,-10.66804313659668,hit_wordnet,,,
389,36,sall_sibling,584,group,-11.213347434997559,hit_wordnet,,,
390,36,sall_sibling,2871,relative,-11.947816848754883,hit_wordnet,,,
391,36,sall_sibling,831,time period,-12.541772842407227,hit_wordnet,,,
392,38,usage ratio,831,time period,-12.38075065612793,hit_wordnet,,,
393,38,usage ratio,2872,percentage,-13.064657211303711,hit_wordnet,,,
394,38,usage ratio,300,statistic,-13.60767936706543,hit_wordnet,,,
395,38,usage ratio,96,large number,-13.784732818603516,hit_wordnet,,,
396,38,usage ratio,2333,amount,-14.056281089782715,hit_wordnet,,,
397,40,sibling,2441,person,-6.3634538650512695,hit_wordnet,,,
398,40,sibling,2871,relative,-6.80485725402832,hit_wordnet,,,
399,40,sibling,339,entity,-7.17392635345459,hit_wordnet,,,
400,40,sibling,584,group,-7.850785255432129,hit_wordnet,,,
401,40,sibling,6254,member,-9.637222290039062,hit_wordnet,,,
402,41,child,2441,person,-3.482762336730957,hit_wordnet,,,
403,41,child,339,entity,-7.315054893493652,hit_wordnet,,,
404,41,child,584,group,-8.03328800201416,hit_wordnet,,,
405,41,child,3656,man,-8.232909202575684,hit_wordnet,,,
406,41,child,831,time period,-9.167037010192871,hit_wordnet,,,
407,42,time,831,time period,-4.462027549743652,hit_wordnet,,,
408,42,time,7248,time frame,-5.306119441986084,hit_wordnet,,,
409,42,time,1020,duration,-8.356603622436523,hit_wordnet,,,
410,42,time,339,entity,-9.857393264770508,hit_wordnet,,,
411,42,time,395,state,-11.413357734680176,hit_wordnet,,,
412,43,parent account,1858,user account,-10.737406730651855,hit_wordnet,,,
413,43,parent account,339,entity,-10.764476776123047,hit_wordnet,,,
414,43,parent account,10,account,-11.312649726867676,hit_wordnet,,,
415,43,parent account,831,time period,-11.561832427978516,hit_wordnet,,,
416,43,parent account,2441,person,-11.66525936126709,hit_wordnet,,,
417,46,ancestor,2441,person,-6.401676177978516,hit_wordnet,,,
418,46,ancestor,2871,relative,-6.584841728210449,hit_wordnet,,,
419,46,ancestor,339,entity,-6.936090469360352,hit_wordnet,,,
420,46,ancestor,584,group,-8.57813835144043,hit_wordnet,,,
421,46,ancestor,831,time period,-9.742498397827148,hit_wordnet,,,
422,48,hand,2441,person,-6.890240669250488,hit_wordnet,,,
423,48,hand,831,time period,-8.662275314331055,hit_wordnet,,,
424,48,hand,339,entity,-9.106605529785156,hit_wordnet,,,
425,48,hand,584,group,-9.907050132751465,hit_wordnet,,,
426,48,hand,1466,tool,-10.318209648132324,hit_wordnet,,,
427,50,job,241,individual job,-4.955540180206299,hit_wordnet,,,
428,50,job,3710,work,-9.419742584228516,hit_wordnet,,,
429,50,job,222,task,-10.281157493591309,hit_wordnet,,,
430,50,job,3968,individual task,-10.33387565612793,hit_wordnet,,,
431,50,job,831,time period,-10.694644927978516,hit_wordnet,,,
432,52,rparent,2441,person,-9.371790885925293,hit_wordnet,,,
433,52,rparent,339,entity,-9.686273574829102,hit_wordnet,,,
434,52,rparent,831,time period,-10.101451873779297,hit_wordnet,,,
435,52,rparent,584,group,-10.130719184875488,hit_wordnet,,,
436,52,rparent,187,collection,-11.606416702270508,hit_wordnet,,,
437,53,usage,150,communication,-8.115256309509277,hit_wordnet,,,
438,53,usage,843,method,-8.271827697753906,hit_wordnet,,,
439,53,usage,831,time period,-8.283483505249023,hit_wordnet,,,
440,53,usage,5119,writing,-8.37747859954834,hit_wordnet,,,
441,53,usage,1384,concept,-8.414523124694824,hit_wordnet,,,
442,58,parent,2871,relative,-4.682167053222656,hit_wordnet,,,
443,58,parent,2441,person,-6.643536567687988,hit_wordnet,,,
444,58,parent,339,entity,-6.957311630249023,hit_wordnet,,,
445,58,parent,46,ancestor,-8.48714828491211,hit_wordnet,,,
446,58,parent,584,group,-9.042447090148926,hit_wordnet,,,
447,62,case,339,entity,-6.832428932189941,hit_wordnet,,,
448,62,case,187,collection,-6.9945220947265625,hit_wordnet,,,
449,62,case,831,time period,-8.116446495056152,hit_wordnet,,,
450,62,case,584,group,-8.517843246459961,hit_wordnet,,,
451,62,case,73,document,-8.734973907470703,hit_wordnet,,,
452,64,function,831,time period,-6.431588172912598,hit_wordnet,,,
453,64,function,339,entity,-7.555239677429199,hit_wordnet,,,
454,64,function,9100,attribute,-8.378458023071289,hit_wordnet,,,
455,64,function,362,content,-8.595207214355469,hit_wordnet,,,
456,64,function,2050,property,-9.00732421875,hit_wordnet,,,
457,65,slurm.conf parameter,831,time period,-11.597917556762695,hit_wordnet,,,
458,65,slurm.conf parameter,2441,person,-12.883740425109863,hit_wordnet,,,
459,65,slurm.conf parameter,339,entity,-12.977672576904297,hit_wordnet,,,
460,65,slurm.conf parameter,174,slurm configuration parameter,-13.255956649780273,hit_wordnet,,,
461,65,slurm.conf parameter,584,group,-13.988089561462402,hit_wordnet,,,
462,67,man page,2441,person,-9.21459674835205,hit_wordnet,,,
463,67,man page,339,entity,-11.48851203918457,hit_wordnet,,,
464,67,man page,831,time period,-12.160015106201172,hit_wordnet,,,
465,67,man page,1808,page,-12.39694595336914,hit_wordnet,,,
466,67,man page,584,group,-12.922505378723145,hit_wordnet,,,
467,68,detail,81,knowledge,-7.624536514282227,hit_wordnet,,,
468,68,detail,362,content,-7.626416206359863,hit_wordnet,,,
469,68,detail,348,information,-7.7161054611206055,hit_wordnet,,,
470,68,detail,1383,detailed information,-8.107368469238281,hit_wordnet,,,
471,68,detail,1384,concept,-8.214258193969727,hit_wordnet,,,
472,69,priorityflag,831,time period,-9.419008255004883,hit_wordnet,,,
473,69,priorityflag,584,group,-10.654889106750488,hit_wordnet,,,
474,69,priorityflag,2441,person,-10.733109474182129,hit_wordnet,,,
475,69,priorityflag,339,entity,-11.055431365966797,hit_wordnet,,,
476,69,priorityflag,23,tree,-11.639881134033203,hit_wordnet,,,
