term_id,tf,df,idf,tf_idf,updated_at
42,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
43,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
44,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
45,20.0,1,1.916290731874155,38.325814637483106,2025-11-30T20:56:51Z
46,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
47,6.0,1,1.916290731874155,11.49774439124493,2025-11-30T20:56:51Z
48,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
49,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
50,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
51,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T20:56:51Z
52,42.0,2,1.5108256237659907,63.45467619817161,2025-11-30T20:56:51Z
53,4.0,2,1.5108256237659907,6.043302495063963,2025-11-30T20:56:51Z
54,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
55,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
56,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
57,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
58,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
59,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
60,14.0,1,1.916290731874155,26.82807024623817,2025-11-30T20:56:51Z
61,4.0,2,1.5108256237659907,6.043302495063963,2025-11-30T20:56:51Z
62,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
63,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
64,12.0,2,1.5108256237659907,18.12990748519189,2025-11-30T20:56:51Z
65,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
66,67.0,3,1.2231435513142097,81.95061793805205,2025-11-30T20:56:51Z
67,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
