term_id,tf,df,idf,tf_idf,updated_at
354,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
355,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
356,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
357,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
358,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
359,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
360,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
361,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
362,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
363,6.0,3,1.2231435513142097,7.338861307885258,2025-11-30T20:56:51Z
364,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
365,9.0,2,1.5108256237659907,13.597430613893916,2025-11-30T20:56:51Z
366,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
367,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
368,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
369,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
370,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
371,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
372,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
373,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
374,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
375,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
376,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
377,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
378,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
379,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
380,31.0,3,1.2231435513142097,37.9174500907405,2025-11-30T20:56:51Z
381,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
382,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
383,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
384,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
385,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
386,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
387,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
388,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
389,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
390,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
391,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
392,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
393,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
394,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
395,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
396,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
397,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
398,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
399,15.0,2,1.5108256237659907,22.66238435648986,2025-11-30T20:56:51Z
400,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
401,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
402,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
403,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
404,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
405,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
406,26.0,2,1.5108256237659907,39.28146621791576,2025-11-30T20:56:51Z
407,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
408,6.0,4,1.0,6.0,2025-11-30T20:56:51Z
409,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
410,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
411,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
412,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
413,5.0,1,1.916290731874155,9.581453659370776,2025-11-30T20:56:51Z
414,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
415,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
416,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
417,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
418,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
419,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
420,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
421,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
422,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T20:56:51Z
423,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
424,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
425,5.0,3,1.2231435513142097,6.1157177565710485,2025-11-30T20:56:51Z
426,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
427,12.0,2,1.5108256237659907,18.12990748519189,2025-11-30T20:56:51Z
428,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
429,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
430,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
431,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
432,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
433,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
434,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
435,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
436,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
437,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
438,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
439,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
440,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T20:56:51Z
441,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
442,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
443,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
444,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
445,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
446,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
447,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
448,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
449,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
450,4.0,2,1.5108256237659907,6.043302495063963,2025-11-30T20:56:51Z
451,15.0,2,1.5108256237659907,22.66238435648986,2025-11-30T20:56:51Z
452,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
453,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
454,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
455,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
456,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
457,4.0,2,1.5108256237659907,6.043302495063963,2025-11-30T20:56:51Z
458,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
459,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
460,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
461,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
462,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
463,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
464,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
465,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
466,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
467,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
468,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
469,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
470,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
471,5.0,1,1.916290731874155,9.581453659370776,2025-11-30T20:56:51Z
472,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
473,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
474,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
475,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
476,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
477,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
478,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
479,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
480,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
481,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
482,3.0,3,1.2231435513142097,3.669430653942629,2025-11-30T20:56:51Z
483,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
484,5.0,3,1.2231435513142097,6.1157177565710485,2025-11-30T20:56:51Z
485,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
486,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
487,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
488,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
489,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
490,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
491,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
492,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
493,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T20:56:51Z
494,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
495,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
496,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
497,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
498,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
499,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
500,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
501,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
502,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
503,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
504,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
505,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
506,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T20:56:51Z
507,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
508,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
509,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
510,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
511,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
512,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
513,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
514,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
515,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
516,9.0,3,1.2231435513142097,11.008291961827886,2025-11-30T20:56:51Z
517,6.0,1,1.916290731874155,11.49774439124493,2025-11-30T20:56:51Z
518,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
519,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
520,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
521,7.0,2,1.5108256237659907,10.575779366361935,2025-11-30T20:56:51Z
522,15.0,2,1.5108256237659907,22.66238435648986,2025-11-30T20:56:51Z
523,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
524,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
525,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
526,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
527,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
528,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
529,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
530,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
531,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
532,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
533,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
534,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
535,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
536,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
537,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
538,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
539,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
540,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
541,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
542,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
543,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
544,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
545,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
546,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
547,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
548,8.0,2,1.5108256237659907,12.086604990127926,2025-11-30T20:56:51Z
549,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
550,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
551,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
552,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
553,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
554,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
555,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
556,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
557,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
558,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
559,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
560,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
561,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
562,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
563,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
564,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
565,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
566,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
567,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
568,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
569,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
570,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
571,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
572,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
573,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
574,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
575,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
576,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
577,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
578,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
579,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
580,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
581,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
582,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
583,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
584,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
585,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
586,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
587,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
588,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
589,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
590,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
591,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
592,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
593,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
594,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
595,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
596,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
597,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
598,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
599,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
600,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
601,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
602,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
603,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
604,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
605,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
606,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
607,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
608,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
609,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
610,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
611,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
612,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
613,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
614,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
615,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
616,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
617,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
618,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
619,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
620,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
621,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
622,6.0,2,1.5108256237659907,9.064953742595945,2025-11-30T20:56:51Z
623,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
624,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
625,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
626,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
627,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
628,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
629,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
630,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
631,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
632,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
633,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
634,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
635,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
636,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
637,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
638,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
639,5.0,3,1.2231435513142097,6.1157177565710485,2025-11-30T20:56:51Z
640,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
641,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
642,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
643,34.0,4,1.0,34.0,2025-11-30T20:56:51Z
644,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
645,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
646,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
647,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
648,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
649,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
650,59.0,2,1.5108256237659907,89.13871180219346,2025-11-30T20:56:51Z
651,4.0,2,1.5108256237659907,6.043302495063963,2025-11-30T20:56:51Z
652,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
653,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
654,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
655,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
656,8.0,2,1.5108256237659907,12.086604990127926,2025-11-30T20:56:51Z
657,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
658,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
659,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
660,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
661,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
662,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
663,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
664,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
665,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
666,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
667,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
668,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
669,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
670,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
671,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
672,6.0,2,1.5108256237659907,9.064953742595945,2025-11-30T20:56:51Z
673,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
674,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
675,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
676,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
677,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
678,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
679,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
680,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
681,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
682,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T20:56:51Z
683,8.0,2,1.5108256237659907,12.086604990127926,2025-11-30T20:56:51Z
684,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
685,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
686,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
687,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
688,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
689,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
690,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
691,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
692,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
693,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
694,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
695,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
696,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
697,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
698,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
699,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
700,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
701,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
702,6.0,2,1.5108256237659907,9.064953742595945,2025-11-30T20:56:51Z
703,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
704,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
705,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
706,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
707,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
708,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
709,23.0,1,1.916290731874155,44.07468683310557,2025-11-30T20:56:51Z
710,115.0,2,1.5108256237659907,173.74494673308894,2025-11-30T20:56:51Z
