chunk_id,doc_id,text,sentence_ids_json,num_sentences,start_char,end_char,estimated_tokens
doc_7ceb_chunk_0005,doc_7ceb,"A new job cannot be submitted until the interactive
job is completed or terminated. Interactive task
An interactive task is a command that is not submitted to a batch queue and scheduled by LSF, but is dispatched immediately. LSF locates the resources that are needed by the task and chooses the best host among the candidate hosts that has the required resources and is
lightly loaded. Each command can be a single process, or it can be a group of cooperating processes. Tasks are run without using the batch processing features of LSF but still with the advantage of resource requirements and selection of the best host
to run the task based on load. Local task
A local task is an application or command that does not make sense to run remotely. For example, the ls command on UNIX. Remote task
A remote task is an application or command that that can be run on another machine in the cluster. Host types and host models
Hosts in LSF are characterized by host type and host model. The following example is a host with type X86_64, with host models Opteron240, Opteron840, Intel_EM64T, and so on. Host type
An LSF host type is the combination of operating system and host CPU architecture. All computers that run the same operating system on the same computer architecture are of the same type.","[""doc_7ceb_sent_00045"", ""doc_7ceb_sent_00046"", ""doc_7ceb_sent_00047"", ""doc_7ceb_sent_00048"", ""doc_7ceb_sent_00049"", ""doc_7ceb_sent_00050"", ""doc_7ceb_sent_00051"", ""doc_7ceb_sent_00052"", ""doc_7ceb_sent_00053"", ""doc_7ceb_sent_00054"", ""doc_7ceb_sent_00055"", ""doc_7ceb_sent_00056""]",12,4453,5748,296
doc_7ceb_chunk_0006,doc_7ceb,"All computers that run the same operating system on the same computer architecture are of the same type. These hosts are binary-compatible with
each other. Each host type usually requires a different set of LSF binary ﬁles. Host model
An LSF host model is the host type of the computer, which determines the CPU speed scaling factor that is applied in load and placement
calculations. The CPU factor is considered when jobs are being dispatched. Resources
LSF resources are objects in the LSF system resources that LSF uses track job requirements and schedule jobs according to their availability on
individual hosts. Resource usage
The LSF system uses built-in and conﬁgured resources to track resource availability and usage. Jobs are scheduled according to the resources
available on individual hosts. Jobs that are submitted through the LSF system will have the resources that they use monitored while they are running. This information is used to
enforce resource limits and load thresholds as well as fair share scheduling. LSF collects the following kinds of information:
Total CPU time that is consumed by all processes in the job
Total resident memory usage in KB of all currently running processes in a job
Total virtual memory usage in KB of all currently running processes in a job
Currently active process group ID in a job
Currently active processes in a job
On UNIX and Linux, job-level resource usage is collected through PIM. Load indices
Load indices measure the availability of dynamic, non-shared resources on hosts in the cluster.","[""doc_7ceb_sent_00056"", ""doc_7ceb_sent_00057"", ""doc_7ceb_sent_00058"", ""doc_7ceb_sent_00059"", ""doc_7ceb_sent_00060"", ""doc_7ceb_sent_00061"", ""doc_7ceb_sent_00062"", ""doc_7ceb_sent_00063"", ""doc_7ceb_sent_00064"", ""doc_7ceb_sent_00065"", ""doc_7ceb_sent_00066"", ""doc_7ceb_sent_00067""]",12,5644,7195,328
doc_7ceb_chunk_0007,doc_7ceb,"Load indices
Load indices measure the availability of dynamic, non-shared resources on hosts in the cluster. Load indices that are built into the LIM are updated at
ﬁxed time intervals. External load indices
Deﬁned and conﬁgured by the LSF administrator and collected by an External Load Information Manager (ELIM) program. The ELIM also updates
LIM when new values are received. Static resources
Built-in resources that represent host information that does not change over time, such as the maximum RAM available to user processes or the
number of processors in a machine. Most static resources are determined by the LIM at startup time. Static resources can be used to select appropriate hosts for particular jobs that are based on binary architecture, relative CPU speed, and system
conﬁguration. Load thresholds
Two types of load thresholds can be conﬁgured by your LSF administrator to schedule jobs in queues. Each load threshold speciﬁes a load index
value: The loadSched load threshold determines the load condition for dispatching pending jobs. If a host’s load is beyond any deﬁned loadSched,
a job cannot be started on the host. This threshold is also used as the condition for resuming suspended jobs. The loadStop load threshold determines when running jobs can be suspended.","[""doc_7ceb_sent_00067"", ""doc_7ceb_sent_00068"", ""doc_7ceb_sent_00069"", ""doc_7ceb_sent_00070"", ""doc_7ceb_sent_00071"", ""doc_7ceb_sent_00072"", ""doc_7ceb_sent_00073"", ""doc_7ceb_sent_00074"", ""doc_7ceb_sent_00075"", ""doc_7ceb_sent_00076"", ""doc_7ceb_sent_00077"", ""doc_7ceb_sent_00078""]",12,7087,8376,266
doc_7ceb_chunk_0008,doc_7ceb,"The loadStop load threshold determines when running jobs can be suspended. To schedule a job on a host, the load levels on that host must satisfy both the thresholds that are conﬁgured for that host and the thresholds for the
queue from which the job is being dispatched. The value of a load index might either increase or decrease with load, depending on the meaning of the speciﬁc load index. Therefore, when you
compare the host load conditions with the threshold values, you need to use either greater than (>) or less than (<), depending on the load index. Runtime resource usage limits
Limit the use of resources while a job is running. Jobs that consume more than the speciﬁed amount of a resource are signaled. Hard and soft limits
Resource limits that are speciﬁed at the queue level are hard limits while limits that are speciﬁed with job submission are soft limits. Resource allocation limits
Restrict the amount of a resource that must be available during job scheduling for different classes of jobs to start, and which resource consumers
the limits apply to. If all of the resource is consumed, no more jobs can be started until some of the resource is released. Resource requirements (bsub -R command option) The bsub -R option speciﬁes resources requirements for the job. Resource requirements restrict which hosts the job can run on. Hosts that match
the resource requirements are the candidate hosts. When LSF schedules a job, it collects the load index values of all the candidate hosts and
compares them to the scheduling conditions.","[""doc_7ceb_sent_00078"", ""doc_7ceb_sent_00079"", ""doc_7ceb_sent_00080"", ""doc_7ceb_sent_00081"", ""doc_7ceb_sent_00082"", ""doc_7ceb_sent_00083"", ""doc_7ceb_sent_00084"", ""doc_7ceb_sent_00085"", ""doc_7ceb_sent_00086"", ""doc_7ceb_sent_00087"", ""doc_7ceb_sent_00088"", ""doc_7ceb_sent_00089""]",12,8301,9854,341
doc_7ceb_chunk_0009,doc_7ceb,"When LSF schedules a job, it collects the load index values of all the candidate hosts and
compares them to the scheduling conditions. Jobs are only dispatched to a host if all load values are within the scheduling thresholds. Cluster characteristics
Find the name of your cluster after installation, cluster administrators, and where hosts are deﬁned. Cluster name and administrators
Your cluster is installed according to the installation options speciﬁed by the lsﬁnstall -f install.conﬁg command and the options you chose in the
install.conﬁg ﬁle. The cluster name that you speciﬁed at installation is part of the name of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. /usr/share/lsf/lsf_10/conf/lsf.cluster.lsf_10
Cluster administrators are listed in the ClusterAdmins section of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. LSF hosts
Host types that are installed in your cluster are listed in the Hosts section of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. The LSF management host is the ﬁrst host that is conﬁgured in the Hosts section of LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. LSF server hosts that are deﬁned in your cluster are indicated by 1 in the server column of the Hosts section in the
LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. LSF client-only hosts that are deﬁned in your cluster are indicated by 0 in the server column of the Hosts section in the
LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. File systems, directories, and ﬁles
LSF is designed for networks where all hosts have shared ﬁle systems, and ﬁles have the same names on all hosts. LSF includes support for copying user data to the execution host before a batch job runs, and for copying results back after the job runs.","[""doc_7ceb_sent_00089"", ""doc_7ceb_sent_00090"", ""doc_7ceb_sent_00091"", ""doc_7ceb_sent_00092"", ""doc_7ceb_sent_00093"", ""doc_7ceb_sent_00094"", ""doc_7ceb_sent_00095"", ""doc_7ceb_sent_00096"", ""doc_7ceb_sent_00097"", ""doc_7ceb_sent_00098"", ""doc_7ceb_sent_00099"", ""doc_7ceb_sent_00100""]",12,9720,11423,330
doc_7ceb_chunk_0010,doc_7ceb,"LSF includes support for copying user data to the execution host before a batch job runs, and for copying results back after the job runs. In networks where the ﬁle systems are not shared, this support can be used to give remote jobs access to local data. Supported ﬁle systems
UNIX
On UNIX systems, LSF supports the following shared ﬁle systems:
Network File System (NFS)
NFS ﬁle systems can be mounted permanently or on demand by using the automount command. Andrew File System (AFS)
Supported on an on-demand basis under the parameters of the 9.1.2 integration with some published conﬁguration parameters. Supports sequential and parallel user jobs that access AFS, JOB_SPOOL_DIR on AFS, and job output and error ﬁles on AFS. Distributed File System (DCE/DFS) Supported on an on-demand basis. Windows
On Windows, directories that contain LSF ﬁles can be shared among hosts from a Windows server machine. Non-shared directories and ﬁles
LSF is used in networks with shared ﬁle space. When shared ﬁle space is not available, LSF can copy needed ﬁles to the execution host before the job
runs, and copy result ﬁles back to the submission host after the job completes. Some networks do not share ﬁles between hosts. LSF can still be used on these networks, with reduced fault tolerance.","[""doc_7ceb_sent_00100"", ""doc_7ceb_sent_00101"", ""doc_7ceb_sent_00102"", ""doc_7ceb_sent_00103"", ""doc_7ceb_sent_00104"", ""doc_7ceb_sent_00105"", ""doc_7ceb_sent_00106"", ""doc_7ceb_sent_00107"", ""doc_7ceb_sent_00108"", ""doc_7ceb_sent_00109"", ""doc_7ceb_sent_00110"", ""doc_7ceb_sent_00111""]",12,11284,12570,278
doc_7ceb_chunk_0011,doc_7ceb,"LSF can still be used on these networks, with reduced fault tolerance. Example directory structures
 The following ﬁgures show typical directory structures for a new installation on UNIX and Linux or on Microsoft Windows. Depending on which
products you installed and platforms you selected, your directory structure might be different. Example directory structures
The following ﬁgures show typical directory structures for a new installation on UNIX and Linux or on Microsoft Windows. Depending on which
products you installed and platforms you selected, your directory structure might be different. UNIX and Linux
 The following ﬁgure shows a typical directory structure for a new UNIX or Linux installation with the lsﬁnstall command. Microsoft Windows directory structure
 The following ﬁgure shows a typical directory structure for a new Windows installation. UNIX and Linux
The following ﬁgure shows a typical directory structure for a new UNIX or Linux installation with the lsﬁnstall command. Microsoft Windows directory structure
The following ﬁgure shows a typical directory structure for a new Windows installation. Important directories and conﬁguration ﬁles
LSF conﬁguration is administered through several conﬁguration ﬁles, which you use to modify the behavior of your cluster. Four important LSF conﬁguration ﬁles
The following are the four most important ﬁles you work with most often:
LSF_CONFDIR/lsf.conf
LSF_CONFDIR/lsf.cluster.cluster_name
LSF_CONFDIR/lsf.shared
LSB_CONFDIR/cluster_name/conﬁgdir/lsb.queues
These ﬁles are created during product installation according to the options you speciﬁed in the install.conﬁg ﬁle. After installation, you can change
the conﬁguration parameters in these ﬁles to suit the needs of your site. Who owns these ﬁles
Except for LSF_CONFDIR/lsf.conf, which is owned by root, all of these ﬁles are owned by the primary LSF administrator, and readable by all
cluster users. lsf.conf
The most important ﬁle in LSF.","[""doc_7ceb_sent_00111"", ""doc_7ceb_sent_00112"", ""doc_7ceb_sent_00113"", ""doc_7ceb_sent_00114"", ""doc_7ceb_sent_00115"", ""doc_7ceb_sent_00116"", ""doc_7ceb_sent_00117"", ""doc_7ceb_sent_00118"", ""doc_7ceb_sent_00119"", ""doc_7ceb_sent_00120"", ""doc_7ceb_sent_00121"", ""doc_7ceb_sent_00122""]",12,12499,14466,366
doc_7ceb_chunk_0012,doc_7ceb,"lsf.conf
The most important ﬁle in LSF. It contains the paths to the conﬁguration directories, log directories, libraries, and other global conﬁguration
information. The location of the lsf.conf ﬁle is deﬁned by the LSF_ENVDIR variable. If LSF cannot ﬁnd this ﬁle, it cannot start properly. By default, LSF checks the directory that is deﬁned by the LSF_ENVDIR parameter for the location of the lsf.conf ﬁle. If the lsf.conf ﬁle is not in
LSF_ENVDIR, LSF looks for it in the /etc directory. lsf.cluster.cluster_name
Deﬁnes the host names, models, and types of all of the hosts in the cluster. It also deﬁnes the user names of the LSF administrators, and the
locations of different shared resources for one cluster. lsf.shared
This ﬁle is like a dictionary that deﬁnes all the keywords that are used by the cluster. You can add your own keywords to specify the names of
resources or host types. lsb.queues
Deﬁnes the workload queues and their parameters for one cluster. LSF cluster conﬁguration ﬁles
The following ﬁles are owned by the primary LSF administrator and are readable by all cluster users:","[""doc_7ceb_sent_00122"", ""doc_7ceb_sent_00123"", ""doc_7ceb_sent_00124"", ""doc_7ceb_sent_00125"", ""doc_7ceb_sent_00126"", ""doc_7ceb_sent_00127"", ""doc_7ceb_sent_00128"", ""doc_7ceb_sent_00129"", ""doc_7ceb_sent_00130"", ""doc_7ceb_sent_00131"", ""doc_7ceb_sent_00132"", ""doc_7ceb_sent_00133""]",12,14427,16898,236
doc_7ceb_chunk_0013,doc_7ceb,"LSF cluster conﬁguration ﬁles
The following ﬁles are owned by the primary LSF administrator and are readable by all cluster users: File Example
Global conﬁguration ﬁles, which describe the conﬁguration and operation of the cluster /usr/share/lsf/cluster1/conf/ego/cluster1/
kernel/ego.conf
/usr/share/lsf/cluster1/conf/lsf.conf
Keyword deﬁnition ﬁle that is shared by all clusters. Deﬁnes cluster name, host types, host
models, and site-speciﬁc resources/usr/share/lsf/cluster1/conf/lsf.shared
Cluster conﬁguration ﬁle that deﬁnes hosts, administrators, and location of site-deﬁned shared
resources/usr/share/lsf/cluster1/conf/lsf.cluster.cluster1
LSF batch workload system conﬁguration ﬁles
The following ﬁles are owned by the primary LSF administrator and are readable by all cluster users: File Example
Server hosts and their attributes, such as scheduling load thresholds, dispatch windows, and job slot limits. Also used to
conﬁgure account mappings for the LSF multicluster capability./usr/share/lsf/cluste
r1/conf/lsbatch/clus
ter1/conﬁgdir/lsb.us
ers
Application proﬁles, which contain common parameters for the same type of jobs, including the execution requirements of
the applications, the resources they require, and how they are run and managed. This ﬁle is optional. Use the
DEFAULT_APPLICATION parameter in the lsb.params ﬁle to specify a default application proﬁle for all jobs. LSF does not
automatically assign a default application proﬁle./usr/share/lsf/cluste
r1/conf/lsbatch/clus
ter1/conﬁgdir/lsb.ap
plicatons
LSF batch log ﬁles
File Example
Batch events log /usr/share/lsf/cluster1/work/ cluster1/logdir/lsb.events
Batch accounting log/usr/share/lsf/cluster1/work/ cluster1/logdir/lsb.acct
Daemon log ﬁles
LSF server daemon log ﬁles are stored in the directory that is speciﬁed by LSF_LOGDIR in LSF_CONFDIR/lsf.conf. File Example
Load information manager (lim) /usr/share/lsf/cluster1/log/lim.log.hosta
Remote execution server (res) /usr/share/lsf/cluster1/log/res.log.hosta
Management batch daemon (mbatchd) /usr/share/lsf/cluster1/log/ mbatchd.log.hosta
Management scheduler daemon (mbschd)/usr/share/lsf/cluster1/log/mbschd.log.hosta
Server batch daemon (sbatchd) /usr/share/lsf/cluster1/log/sbatchd.log.hosta
process information manager (pim) /usr/share/lsf/cluster1/log/ pim.log.hosta
Who owns and who should write to LSF_LOGDIR
Note: Make sure that the primary LSF administrator owns the LSF log directory (LSF_LOGDIR parameter), and that root can write to this directory. If
an LSF server cannot write to LSF_LOGDIR parameter, the error logs are created in /tmp. Where to go next
Use your new IBM® Spectrum LSF cluster, described in Work with LSF.
Work with LSF
Start and stop LSF daemons, and reconﬁgure cluster properties. Check LSF status and submit LSF jobs. Start, stop, and reconﬁgure LSF
 Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties. Check LSF status
 Use LSF administration commands to check cluster conﬁguration, see cluster status, and LSF batch workload system conﬁguration and status. Run LSF jobs
 Use the bsub and lsrun commands to run jobs through LSF. Use the bjobs command to see the status of your jobs. Control job execution with
the bstop, bresume, and bkill commands. Manage users, hosts, and queues
 Make your cluster available to users with cshrc.lsf and proﬁle.lsf. Add or remove hosts and queues from your cluster. Conﬁgure LSF startup
Use the lsf.sudoers ﬁle so that LSF administrators can start and stop LSF daemons. Set up LSF to start automatically.","[""doc_7ceb_sent_00133"", ""doc_7ceb_sent_00134"", ""doc_7ceb_sent_00135"", ""doc_7ceb_sent_00136"", ""doc_7ceb_sent_00137"", ""doc_7ceb_sent_00138"", ""doc_7ceb_sent_00139"", ""doc_7ceb_sent_00140"", ""doc_7ceb_sent_00141"", ""doc_7ceb_sent_00142"", ""doc_7ceb_sent_00143"", ""doc_7ceb_sent_00144""]",12,16767,21266,603
doc_7ceb_chunk_0014,doc_7ceb,"Conﬁgure LSF startup
Use the lsf.sudoers ﬁle so that LSF administrators can start and stop LSF daemons. Set up LSF to start automatically. Manage software licenses and other shared resources
Set up an LSF external LIM (ELIM) to monitor software licenses as dynamic shared resources. Start, stop, and reconﬁgure LSF
Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties. Two LSF administration commands (lsadmin and badmin) Important: Only LSF administrators or root can run these commands. To start and stop LSF, and to reconﬁgure LSF after you change any conﬁguration ﬁle, use the following commands: The lsadmin command controls the operation of the lim and res daemons. The badmin command controls the operation of the mbatchd and sbatchd daemons. If you installed LSF as a non-root user
By default, only root can start LSF daemons. If the lsﬁnstall command detected that you installed as non-root user, you chose to conﬁgure either a
multi-user cluster or a single-user cluster:
Multi-user conﬁguration
Only root can start LSF daemons. Any user can submit jobs to your cluster. For information about changing ownership and permissions for the lsadmin and badmincommands, see Troubleshooting LSF problems.","[""doc_7ceb_sent_00144"", ""doc_7ceb_sent_00145"", ""doc_7ceb_sent_00146"", ""doc_7ceb_sent_00147"", ""doc_7ceb_sent_00148"", ""doc_7ceb_sent_00149"", ""doc_7ceb_sent_00150"", ""doc_7ceb_sent_00151"", ""doc_7ceb_sent_00152"", ""doc_7ceb_sent_00153"", ""doc_7ceb_sent_00154"", ""doc_7ceb_sent_00155""]",12,21127,22398,257
doc_7ceb_chunk_0015,doc_7ceb,"For information about changing ownership and permissions for the lsadmin and badmincommands, see Troubleshooting LSF problems. To permit LSF administrators to start and stop LSF daemons, set up the /etc/lsf.sudoers ﬁle, as described in Conﬁgure LSF Startup. Single-user
Your user account must be primary LSF administrator. You are able to start LSF daemons, but only your user account can submit jobs to the
cluster. Your user account must be able to read the system kernel information, such as /dev/kmem. Setting up the LSF environment with cshrc.lsf and proﬁle.lsf
 Before you use LSF, you must set up the LSF execution environment with the cshrc.lsf or proﬁle.lsf ﬁle. Starting your cluster
 Use the lsadmin and badmin commands to start the LSF daemons. Stopping your cluster
 Use the lsadmin and badmin commands to stop the LSF daemons. Reconﬁguring your cluster with lsadmin and badmin
 Use the lsadmin and badmin commands to reconﬁgure LSF after you change any conﬁguration ﬁle. LSF Cluster Management and Operations
Setting up the LSF environment with cshrc.lsf and proﬁle.lsf
Before you use LSF, you must set up the LSF execution environment with the cshrc.lsf or proﬁle.lsf ﬁle. Procedure
After you log in to an LSF host, use one of the following shell environment ﬁles to set your LSF environment. In the csh or tcsh shell, run the source command:
% source <LSF_TOP>/conf/cshrc.lsf
In the sh, ksh, or bash shell run the following command:
$ . <LSF_TOP>/conf/profile.lsf
The ﬁles cshrc.lsf and proﬁle.lsf are created during installation by the lsﬁnstall command to set up the LSF operating environment. Starting your cluster
Use the lsadmin and badmin commands to start the LSF daemons.","[""doc_7ceb_sent_00155"", ""doc_7ceb_sent_00156"", ""doc_7ceb_sent_00157"", ""doc_7ceb_sent_00158"", ""doc_7ceb_sent_00159"", ""doc_7ceb_sent_00160"", ""doc_7ceb_sent_00161"", ""doc_7ceb_sent_00162"", ""doc_7ceb_sent_00163"", ""doc_7ceb_sent_00164"", ""doc_7ceb_sent_00165"", ""doc_7ceb_sent_00166""]",12,22271,23967,352
doc_7ceb_chunk_0016,doc_7ceb,"Starting your cluster
Use the lsadmin and badmin commands to start the LSF daemons. Procedure
1. Log in as root to each LSF server host. If you installed a single-user cluster as a non-root user, log in as primary LSF administrator. Start with the LSF management host, and repeat these steps on all LSF hosts. Use the following commands to start the LSF cluster:
# bctrld start lim
# bctrld start res
# bctrld start sbd
Before you use any LSF commands, wait a few minutes for the lim daemon all hosts to do the following operations:
Contact each other
Select the management host
Exchange initialization information
Stopping your cluster
Use the lsadmin and badmin commands to stop the LSF daemons. Procedure
1. Log in as root to each LSF server host. If you installed a single-user cluster as a non-root user, log in as primary LSF administrator. Use the following commands to stop the LSF cluster:
# bctrld stop sbd all
# bctrld stop res all
# bctrld stop lim all
Reconﬁguring your cluster with lsadmin and badmin
Use the lsadmin and badmin commands to reconﬁgure LSF after you change any conﬁguration ﬁle. Procedure
1. Log in as root to each LSF server host.","[""doc_7ceb_sent_00166"", ""doc_7ceb_sent_00167"", ""doc_7ceb_sent_00168"", ""doc_7ceb_sent_00169"", ""doc_7ceb_sent_00170"", ""doc_7ceb_sent_00171"", ""doc_7ceb_sent_00172"", ""doc_7ceb_sent_00173"", ""doc_7ceb_sent_00174"", ""doc_7ceb_sent_00175"", ""doc_7ceb_sent_00176"", ""doc_7ceb_sent_00177""]",12,23883,25050,266
doc_7ceb_chunk_0017,doc_7ceb,"Log in as root to each LSF server host. If you installed a single-user cluster as a non-root user, log in as primary LSF administrator. Reload modiﬁed LSF conﬁguration ﬁles and restart lim:
# lsadmin reconfig
Reload modiﬁed LSF batch conﬁguration ﬁles:
# badmin reconfig
Reload modiﬁed LSF batch conﬁguration ﬁles and restart mbatchd:
# badmin mbdrestart
This command also reads the LSF_LOGDIR/lsb.events ﬁle, so it can take some time to complete if a lot of jobs are running. Check LSF status
Use LSF administration commands to check cluster conﬁguration, see cluster status, and LSF batch workload system conﬁguration and status. Example command output
The LSF commands that are shown in this section show examples of typical output. The output that you see might differ according to your
conﬁguration. The commands are described briefly so that you can easily use them to verify your LSF installation. See the LSF Command Reference or the LSF man
pages for complete usage and command options. You can use these commands on any LSF host. If you get proper output from these commands, your cluster is ready to use. If your output has errors, see Troubleshooting LSF problems for help. Check cluster conﬁguration with the lsadmin command
 The lsadmin command controls the operation of an LSF cluster and administers the LSF daemons lim and res. Check cluster status with the lsid and lsload commands
 The lsid command tells you if your LSF environment is set up properly. The lsload command displays the current load levels of the cluster. Check LSF batch system conﬁguration with badmin
 The badmin command controls and monitors the operation of the LSF batch workload system.","[""doc_7ceb_sent_00177"", ""doc_7ceb_sent_00178"", ""doc_7ceb_sent_00179"", ""doc_7ceb_sent_00180"", ""doc_7ceb_sent_00181"", ""doc_7ceb_sent_00182"", ""doc_7ceb_sent_00183"", ""doc_7ceb_sent_00184"", ""doc_7ceb_sent_00185"", ""doc_7ceb_sent_00186"", ""doc_7ceb_sent_00187"", ""doc_7ceb_sent_00188""]",12,25010,26749,357
doc_7ceb_chunk_0018,doc_7ceb,"Check LSF batch system conﬁguration with badmin
 The badmin command controls and monitors the operation of the LSF batch workload system. Find batch system status using the bhosts and bqueues commands
 Use the bhosts command to see whether the LSF batch workload system is running properly. The bqueues command displays the status of
available queues and their conﬁguration parameters. Related concepts
LSF Cluster Management and Operations
Check cluster conﬁguration with the lsadmin command
The lsadmin command controls the operation of an LSF cluster and administers the LSF daemons lim and res.
Use the lsadmin ckconﬁg command to check the LSF conﬁguration ﬁles. The -v option displays detailed information about the LSF conﬁguration:
The messages that are shown in the following output are typical of lsadmin ckconﬁg -v. Other messages might indicate problems with your LSF
conﬁguration. % lsadmin ckconfig -v
Checking configuration files ...
EGO 3.6.0 build 800000, Jul 25 2017
Copyright International Business Machines Corp. 1992, 2016. US Government Users Restricted Rights - Use, duplication or disclosure restricted by GSA ADP Schedule Contract
with IBM Corp.
 binary type: linux2.6-glibc2.3-x86_64
Reading configuration from /opt/lsf/conf/lsf.conf
Aug 3 13:45:27 2017 20884 6 3.6.0 Lim starting... Aug 3 13:45:27 2017 20884 6 3.6.0 LIM is running in advanced workload execution mode. Aug 3 13:45:27 2017 20884 6 3.6.0 Master LIM is not running in EGO_DISABLE_UNRESOLVABLE_HOST mode. Aug 3 13:45:27 2017 20884 5 3.6.0 /opt/lsf/10.1/linux2.6-glibc2.3-x86_64/etc/lim -C
Aug 3 13:45:27 2017 20884 7 3.6.0 Could not construct product entitlement version array
Aug 3 13:45:27 2017 20884 Last message repeated 1 time(s). Aug 3 13:45:27 2017 20884 6 3.6.0 initEntitlement: EGO_AUDIT_MAX_SIZE was not set.","[""doc_7ceb_sent_00188"", ""doc_7ceb_sent_00189"", ""doc_7ceb_sent_00190"", ""doc_7ceb_sent_00191"", ""doc_7ceb_sent_00192"", ""doc_7ceb_sent_00193"", ""doc_7ceb_sent_00194"", ""doc_7ceb_sent_00195"", ""doc_7ceb_sent_00196"", ""doc_7ceb_sent_00197"", ""doc_7ceb_sent_00198"", ""doc_7ceb_sent_00199""]",12,26611,28418,348
doc_7ceb_chunk_0019,doc_7ceb,"Aug 3 13:45:27 2017 20884 6 3.6.0 initEntitlement: EGO_AUDIT_MAX_SIZE was not set. Default value <100> will be
used. Aug 3 13:45:27 2017 20884 6 3.6.0 initEntitlement: EGO_AUDIT_MAX_ROTATE was not set. Default value <20> will
be used. Aug 3 13:45:27 2017 20884 6 3.6.0 LIM is running as IBM Spectrum LSF Standard Edition. Aug 3 13:45:27 2017 20884 6 3.6.0 reCheckClass: numhosts 1 so reset exchIntvl to 15.00
Aug 3 13:45:27 2017 20884 6 3.6.0 Checking Done. No errors found. See Troubleshooting LSF problems or the LSF Command Reference for help with some common conﬁguration errors. Check cluster status with the lsid and lsload commands
The lsid command tells you if your LSF environment is set up properly. The lsload command displays the current load levels of the cluster. lsid command
The lsid command displays the current LSF version number, cluster name, and host name of the current LSF management host for your cluster. The LSF management host name that is displayed by the lsid command can vary, but it is usually the ﬁrst host that is conﬁgured in the Hosts section
of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle. For example:
% lsid
My cluster name is cluster1
My master name is hosta
If you see the Cannot open lsf.conf file message, then the LSF_ENVDIR environment variable is probably not set correctly. Use the cshrc.lsf
or proﬁle.lsf ﬁle to set up your environment. See Troubleshooting LSF problems for more help.","[""doc_7ceb_sent_00199"", ""doc_7ceb_sent_00200"", ""doc_7ceb_sent_00201"", ""doc_7ceb_sent_00202"", ""doc_7ceb_sent_00203"", ""doc_7ceb_sent_00204"", ""doc_7ceb_sent_00205"", ""doc_7ceb_sent_00206"", ""doc_7ceb_sent_00207"", ""doc_7ceb_sent_00208"", ""doc_7ceb_sent_00209"", ""doc_7ceb_sent_00210""]",12,28336,29769,306
doc_7ceb_chunk_0020,doc_7ceb,"For example:
% lsid
My cluster name is cluster1
My master name is hosta
If you see the Cannot open lsf.conf file message, then the LSF_ENVDIR environment variable is probably not set correctly. Use the cshrc.lsf
or proﬁle.lsf ﬁle to set up your environment. See Troubleshooting LSF problems for more help. lsload command
The output of the lsload command contains one line for each host in the cluster. Normal status is ok for all hosts in your cluster. For example:
% lsload
HOST_NAME status r15s r1m r15m ut pg ls it tmp swp mem
hosta ok 0.0 0.0 0.1 1% 0.0 1 224 43G 67G 3G
hostc -ok 0.0 0.0 0.0 3% 0.0 3 0 38G 40G 7G
hostf busy *6.2 6.9 9.5 85% 1.1 30 0 5G 400G 385G
hosth busy 0.1 0.1 0.3 7% *17 6 0 9G 23G 28G
hostv unavail
A busy status is shown for hosts with any load index beyond their conﬁgured thresholds. An asterisk (*) marks load indexes that are beyond their
thresholds, causing the host status to be busy. A minus sign (-) in front of the value ok means that res is not running on that host. If you see one of the following messages after you start or reconﬁgure LSF, wait a few seconds and try the lsload command again to give the lim
daemon on all hosts time to initialize:
lsid: getentitlementinfo() failed: LIM is down; try later
LSF daemon (LIM) not responding ... still trying
If the problem persists, see Troubleshooting LSF problems for help. Other useful commands
The bparams command displays information about the LSF batch system conﬁguration parameters. The bhist command displays historical information about jobs. Check LSF batch system conﬁguration with badmin
The badmin command controls and monitors the operation of the LSF batch workload system. Use the badmin ckconﬁg command to check the LSF batch system conﬁguration ﬁles. The -v option displays detailed information about the
conﬁguration:
The messages in the following output are typical of badmin ckconﬁg -v. Other messages might indicate problems with your LSF batch workload
system conﬁguration.","[""doc_7ceb_sent_00210"", ""doc_7ceb_sent_00211"", ""doc_7ceb_sent_00212"", ""doc_7ceb_sent_00213"", ""doc_7ceb_sent_00214"", ""doc_7ceb_sent_00215"", ""doc_7ceb_sent_00216"", ""doc_7ceb_sent_00217"", ""doc_7ceb_sent_00218"", ""doc_7ceb_sent_00219"", ""doc_7ceb_sent_00220"", ""doc_7ceb_sent_00221""]",12,29463,31451,451
