lemma_id,doc_id,sent_idx,sentence,tokens_json,lemmas_json,lemmas_with_case_json,lemmatized_text,lemmatized_text_with_case,pos_tags_json,cleaned_version,created_at
1177,doc_d9be,120,Run the job in a single node in the default partition. Apply socket binding to each task.,"[""Run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Apply"", ""socket"", ""binding"", ""task""]","[""run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""apply"", ""socket"", ""bind"", ""task""]","[""Run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Apply"", ""socket"", ""bind"", ""task""]",run job single node default partition apply socket bind task,Run job single node default partition Apply socket bind task,"[""VERB"", ""NOUN"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN"", ""VERB"", ""NOUN""]",1,2026-02-03T19:05:04Z
1178,doc_d9be,121,"srun --nodes=1-1 --ntasks=6 --cpu-bind=sockets ...
Comments:
Using the default allocation method within nodes (cyclic), Slurm allocates 3 CPUs on each socket of 1 node. Using the default distribution method within nodes (cyclic), Slurm distributes and binds each task to all of the allocated CPUs in one socket in a round-robin fashion across the sockets. The following table shows a possible pattern of allocation, distribution and binding for this job. For example, task ids 1, 3 and 5 are all bound to CPU ids 4, 5 and 6.","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=6"", ""--cpu"", ""bind"", ""="", ""sockets"", ""\n"", ""Comments"", ""\n"", ""default"", ""allocation"", ""method"", ""nodes"", ""cyclic"", ""Slurm"", ""allocates"", ""3"", ""CPUs"", ""socket"", ""1"", ""node"", ""default"", ""distribution"", ""method"", ""nodes"", ""cyclic"", ""Slurm"", ""distributes"", ""binds"", ""task"", ""allocated"", ""CPUs"", ""socket"", ""round"", ""robin"", ""fashion"", ""sockets"", ""following"", ""table"", ""shows"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""binding"", ""job"", ""example"", ""task"", ""ids"", ""1"", ""3"", ""5"", ""bound"", ""CPU"", ""ids"", ""4"", ""5"", ""6""]","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=6"", ""--cpu"", ""bind"", ""="", ""socket"", ""\n"", ""comment"", ""\n"", ""default"", ""allocation"", ""method"", ""nodes"", ""cyclic"", ""Slurm"", ""allocate"", ""3"", ""cpu"", ""socket"", ""1"", ""node"", ""default"", ""distribution"", ""method"", ""nodes"", ""cyclic"", ""Slurm"", ""distribute"", ""bind"", ""task"", ""allocate"", ""CPUs"", ""socket"", ""round"", ""robin"", ""fashion"", ""socket"", ""follow"", ""table"", ""show"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""bind"", ""job"", ""example"", ""task"", ""ids"", ""1"", ""3"", ""5"", ""bind"", ""CPU"", ""ids"", ""4"", ""5"", ""6""]","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=6"", ""--cpu"", ""bind"", ""="", ""socket"", ""\n"", ""Comment"", ""\n"", ""default"", ""allocation"", ""method"", ""nodes"", ""cyclic"", ""Slurm"", ""allocate"", ""3"", ""Cpu"", ""socket"", ""1"", ""node"", ""default"", ""distribution"", ""method"", ""nodes"", ""cyclic"", ""Slurm"", ""distribute"", ""bind"", ""task"", ""allocate"", ""Cpus"", ""socket"", ""round"", ""robin"", ""fashion"", ""socket"", ""follow"", ""table"", ""show"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""bind"", ""job"", ""example"", ""task"", ""ids"", ""1"", ""3"", ""5"", ""bind"", ""CPU"", ""ids"", ""4"", ""5"", ""6""]","srun --nodes=1 1 --ntasks=6 --cpu bind = socket 
 comment 
 default allocation method nodes cyclic Slurm allocate 3 cpu socket 1 node default distribution method nodes cyclic Slurm distribute bind task allocate CPUs socket round robin fashion socket follow table show possible pattern allocation distribution bind job example task ids 1 3 5 bind CPU ids 4 5 6","srun --nodes=1 1 --ntasks=6 --cpu bind = socket 
 Comment 
 default allocation method nodes cyclic Slurm allocate 3 Cpu socket 1 node default distribution method nodes cyclic Slurm distribute bind task allocate Cpus socket round robin fashion socket follow table show possible pattern allocation distribution bind job example task ids 1 3 5 bind CPU ids 4 5 6","[""PROPN"", ""PROPN"", ""NUM"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""SPACE"", ""NOUN"", ""SPACE"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""NOUN"", ""PROPN"", ""VERB"", ""NUM"", ""NOUN"", ""NOUN"", ""NUM"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""NOUN"", ""PROPN"", ""VERB"", ""VERB"", ""NOUN"", ""VERB"", ""PROPN"", ""NOUN"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN"", ""VERB"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""NUM"", ""NUM"", ""NUM"", ""VERB"", ""PROPN"", ""PROPN"", ""NUM"", ""NUM"", ""NUM""]",1,2026-02-03T19:05:04Z
1179,doc_d9be,122,"Nodenamen0
Socket id01
Number of Allocated CPUs33
Allocated CPU ids0 1 24 5 6
Binding of Tasks to CPUsCPU id01234567
Task ids0 2 4-1 3 5-
Example 12: Consumable resources with task affinity and socket binding, Case 2
A job requires 6 CPUs (2 tasks with 3 cpus per task and no overcommitment).","[""Nodenamen0"", ""\n"", ""Socket"", ""id01"", ""\n"", ""Number"", ""Allocated"", ""CPUs33"", ""\n"", ""Allocated"", ""CPU"", ""ids0"", ""1"", ""24"", ""5"", ""6"", ""\n"", ""Binding"", ""Tasks"", ""CPUsCPU"", ""id01234567"", ""\n"", ""Task"", ""ids0"", ""2"", ""4"", ""1"", ""3"", ""5-"", ""\n"", ""Example"", ""12"", ""Consumable"", ""resources"", ""task"", ""affinity"", ""socket"", ""binding"", ""Case"", ""2"", ""\n"", ""job"", ""requires"", ""6"", ""CPUs"", ""2"", ""tasks"", ""3"", ""cpus"", ""task"", ""overcommitment""]","[""Nodenamen0"", ""\n"", ""Socket"", ""id01"", ""\n"", ""number"", ""Allocated"", ""CPUs33"", ""\n"", ""allocate"", ""CPU"", ""ids0"", ""1"", ""24"", ""5"", ""6"", ""\n"", ""Binding"", ""Tasks"", ""cpuscpu"", ""id01234567"", ""\n"", ""Task"", ""ids0"", ""2"", ""4"", ""1"", ""3"", ""5-"", ""\n"", ""Example"", ""12"", ""consumable"", ""resource"", ""task"", ""affinity"", ""socket"", ""bind"", ""Case"", ""2"", ""\n"", ""job"", ""require"", ""6"", ""cpu"", ""2"", ""task"", ""3"", ""cpu"", ""task"", ""overcommitment""]","[""Nodenamen0"", ""\n"", ""Socket"", ""id01"", ""\n"", ""Number"", ""Allocated"", ""Cpus33"", ""\n"", ""Allocate"", ""CPU"", ""ids0"", ""1"", ""24"", ""5"", ""6"", ""\n"", ""Binding"", ""Tasks"", ""Cpuscpu"", ""id01234567"", ""\n"", ""Task"", ""ids0"", ""2"", ""4"", ""1"", ""3"", ""5-"", ""\n"", ""Example"", ""12"", ""Consumable"", ""resource"", ""task"", ""affinity"", ""socket"", ""bind"", ""Case"", ""2"", ""\n"", ""job"", ""require"", ""6"", ""Cpu"", ""2"", ""task"", ""3"", ""cpu"", ""task"", ""overcommitment""]","Nodenamen0 
 Socket id01 
 number Allocated CPUs33 
 allocate CPU ids0 1 24 5 6 
 Binding Tasks cpuscpu id01234567 
 Task ids0 2 4 1 3 5- 
 Example 12 consumable resource task affinity socket bind Case 2 
 job require 6 cpu 2 task 3 cpu task overcommitment","Nodenamen0 
 Socket id01 
 Number Allocated Cpus33 
 Allocate CPU ids0 1 24 5 6 
 Binding Tasks Cpuscpu id01234567 
 Task ids0 2 4 1 3 5- 
 Example 12 Consumable resource task affinity socket bind Case 2 
 job require 6 Cpu 2 task 3 cpu task overcommitment","[""PROPN"", ""SPACE"", ""PROPN"", ""PROPN"", ""SPACE"", ""NOUN"", ""PROPN"", ""PROPN"", ""SPACE"", ""VERB"", ""PROPN"", ""NOUN"", ""NUM"", ""NUM"", ""NUM"", ""NUM"", ""SPACE"", ""PROPN"", ""PROPN"", ""VERB"", ""X"", ""SPACE"", ""PROPN"", ""PROPN"", ""NUM"", ""NUM"", ""NUM"", ""NUM"", ""NUM"", ""SPACE"", ""PROPN"", ""NUM"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""VERB"", ""PROPN"", ""NUM"", ""SPACE"", ""NOUN"", ""VERB"", ""NUM"", ""NOUN"", ""NUM"", ""NOUN"", ""NUM"", ""NOUN"", ""NOUN"", ""NOUN""]",1,2026-02-03T19:05:04Z
1180,doc_d9be,123,Run the job in a single node in the default partition. Allocate cores using the block allocation method. Distribute cores using the block distribution method. Apply socket binding to each task.,"[""Run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Allocate"", ""cores"", ""block"", ""allocation"", ""method"", ""Distribute"", ""cores"", ""block"", ""distribution"", ""method"", ""Apply"", ""socket"", ""binding"", ""task""]","[""run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Allocate"", ""core"", ""block"", ""allocation"", ""method"", ""Distribute"", ""core"", ""block"", ""distribution"", ""method"", ""apply"", ""socket"", ""bind"", ""task""]","[""Run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Allocate"", ""core"", ""block"", ""allocation"", ""method"", ""Distribute"", ""core"", ""block"", ""distribution"", ""method"", ""Apply"", ""socket"", ""bind"", ""task""]",run job single node default partition Allocate core block allocation method Distribute core block distribution method apply socket bind task,Run job single node default partition Allocate core block allocation method Distribute core block distribution method Apply socket bind task,"[""VERB"", ""NOUN"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""VERB"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN"", ""VERB"", ""NOUN""]",1,2026-02-03T19:05:04Z
1181,doc_d9be,124,"srun --nodes=1-1 --ntasks=2 --cpus-per-task=3 --cpu-bind=sockets
--distribution=block:block ...
Comments:
Using the block allocation method, Slurm allocates 4 CPUs on one socket and 2 CPUs on the other socket of one node. Using the block distribution method within nodes, Slurm distributes 3 CPUs to each task.","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=2"", ""--cpus"", ""task=3"", ""--cpu"", ""bind"", ""="", ""sockets"", ""\n"", ""--distribution"", ""="", ""block"", ""block"", ""\n"", ""Comments"", ""\n"", ""block"", ""allocation"", ""method"", ""Slurm"", ""allocates"", ""4"", ""CPUs"", ""socket"", ""2"", ""CPUs"", ""socket"", ""node"", ""block"", ""distribution"", ""method"", ""nodes"", ""Slurm"", ""distributes"", ""3"", ""CPUs"", ""task""]","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=2"", ""--cpus"", ""task=3"", ""--cpu"", ""bind"", ""="", ""socket"", ""\n"", ""--distribution"", ""="", ""block"", ""block"", ""\n"", ""comment"", ""\n"", ""block"", ""allocation"", ""method"", ""Slurm"", ""allocate"", ""4"", ""cpu"", ""socket"", ""2"", ""cpu"", ""socket"", ""node"", ""block"", ""distribution"", ""method"", ""nodes"", ""Slurm"", ""distribute"", ""3"", ""cpu"", ""task""]","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=2"", ""--cpus"", ""task=3"", ""--cpu"", ""bind"", ""="", ""socket"", ""\n"", ""--distribution"", ""="", ""block"", ""block"", ""\n"", ""Comment"", ""\n"", ""block"", ""allocation"", ""method"", ""Slurm"", ""allocate"", ""4"", ""Cpu"", ""socket"", ""2"", ""Cpu"", ""socket"", ""node"", ""block"", ""distribution"", ""method"", ""nodes"", ""Slurm"", ""distribute"", ""3"", ""Cpu"", ""task""]","srun --nodes=1 1 --ntasks=2 --cpus task=3 --cpu bind = socket 
 --distribution = block block 
 comment 
 block allocation method Slurm allocate 4 cpu socket 2 cpu socket node block distribution method nodes Slurm distribute 3 cpu task","srun --nodes=1 1 --ntasks=2 --cpus task=3 --cpu bind = socket 
 --distribution = block block 
 Comment 
 block allocation method Slurm allocate 4 Cpu socket 2 Cpu socket node block distribution method nodes Slurm distribute 3 Cpu task","[""PROPN"", ""PROPN"", ""NUM"", ""NUM"", ""PROPN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""SPACE"", ""PUNCT"", ""NOUN"", ""NOUN"", ""NOUN"", ""SPACE"", ""NOUN"", ""SPACE"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""VERB"", ""NUM"", ""NOUN"", ""NOUN"", ""NUM"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""PROPN"", ""VERB"", ""NUM"", ""NOUN"", ""NOUN""]",1,2026-02-03T19:05:04Z
1182,doc_d9be,125,"Applying socket binding, Slurm binds each task to all allocated CPUs in all sockets in which the task has a distributed CPU.","[""Applying"", ""socket"", ""binding"", ""Slurm"", ""binds"", ""task"", ""allocated"", ""CPUs"", ""sockets"", ""task"", ""distributed"", ""CPU""]","[""apply"", ""socket"", ""bind"", ""Slurm"", ""bind"", ""task"", ""allocate"", ""cpu"", ""socket"", ""task"", ""distribute"", ""CPU""]","[""Apply"", ""socket"", ""bind"", ""Slurm"", ""bind"", ""task"", ""allocate"", ""Cpu"", ""socket"", ""task"", ""distribute"", ""CPU""]",apply socket bind Slurm bind task allocate cpu socket task distribute CPU,Apply socket bind Slurm bind task allocate Cpu socket task distribute CPU,"[""VERB"", ""NOUN"", ""VERB"", ""PROPN"", ""VERB"", ""NOUN"", ""VERB"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""PROPN""]",1,2026-02-03T19:05:04Z
1183,doc_d9be,126,"The following table shows a possible pattern of allocation, distribution and binding for this job.","[""following"", ""table"", ""shows"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""binding"", ""job""]","[""follow"", ""table"", ""show"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""bind"", ""job""]","[""follow"", ""table"", ""show"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""bind"", ""job""]",follow table show possible pattern allocation distribution bind job,follow table show possible pattern allocation distribution bind job,"[""VERB"", ""NOUN"", ""VERB"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN""]",1,2026-02-03T19:05:04Z
1184,doc_d9be,127,"In this example, using the block allocation method CPU ids 0-3 are allocated on socket id 0 and CPU ids 4-5 are allocated on socket id 1.","[""example"", ""block"", ""allocation"", ""method"", ""CPU"", ""ids"", ""0"", ""3"", ""allocated"", ""socket"", ""d"", ""0"", ""CPU"", ""ids"", ""4"", ""5"", ""allocated"", ""socket"", ""d"", ""1""]","[""example"", ""block"", ""allocation"", ""method"", ""CPU"", ""ids"", ""0"", ""3"", ""allocate"", ""socket"", ""d"", ""0"", ""CPU"", ""ids"", ""4"", ""5"", ""allocate"", ""socket"", ""d"", ""1""]","[""example"", ""block"", ""allocation"", ""method"", ""CPU"", ""ids"", ""0"", ""3"", ""allocate"", ""socket"", ""d"", ""0"", ""CPU"", ""ids"", ""4"", ""5"", ""allocate"", ""socket"", ""d"", ""1""]",example block allocation method CPU ids 0 3 allocate socket d 0 CPU ids 4 5 allocate socket d 1,example block allocation method CPU ids 0 3 allocate socket d 0 CPU ids 4 5 allocate socket d 1,"[""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""VERB"", ""NUM"", ""NUM"", ""VERB"", ""NOUN"", ""PROPN"", ""NUM"", ""PROPN"", ""NOUN"", ""NUM"", ""NUM"", ""VERB"", ""NOUN"", ""PROPN"", ""NUM""]",1,2026-02-03T19:05:04Z
1185,doc_d9be,128,"Using the block distribution method, CPU ids 0-2 were distributed to task id 0, and CPU ids 3-5 were distributed to task id 1.","[""block"", ""distribution"", ""method"", ""CPU"", ""ids"", ""0"", ""2"", ""distributed"", ""task"", ""d"", ""0"", ""CPU"", ""ids"", ""3"", ""5"", ""distributed"", ""task"", ""d"", ""1""]","[""block"", ""distribution"", ""method"", ""CPU"", ""ids"", ""0"", ""2"", ""distribute"", ""task"", ""d"", ""0"", ""CPU"", ""ids"", ""3"", ""5"", ""distribute"", ""task"", ""d"", ""1""]","[""block"", ""distribution"", ""method"", ""CPU"", ""ids"", ""0"", ""2"", ""distribute"", ""task"", ""d"", ""0"", ""CPU"", ""ids"", ""3"", ""5"", ""distribute"", ""task"", ""d"", ""1""]",block distribution method CPU ids 0 2 distribute task d 0 CPU ids 3 5 distribute task d 1,block distribution method CPU ids 0 2 distribute task d 0 CPU ids 3 5 distribute task d 1,"[""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""NOUN"", ""NUM"", ""NUM"", ""VERB"", ""NOUN"", ""PROPN"", ""NUM"", ""PROPN"", ""NOUN"", ""NUM"", ""NUM"", ""VERB"", ""NOUN"", ""PROPN"", ""NUM""]",1,2026-02-03T19:05:04Z
1186,doc_d9be,129,"Applying socket binding, task id 0 is therefore bound to the allocated CPUs on socket 0, and task id 1 is bound to the allocated CPUs on both sockets.","[""Applying"", ""socket"", ""binding"", ""task"", ""d"", ""0"", ""bound"", ""allocated"", ""CPUs"", ""socket"", ""0"", ""task"", ""d"", ""1"", ""bound"", ""allocated"", ""CPUs"", ""sockets""]","[""apply"", ""socket"", ""bind"", ""task"", ""d"", ""0"", ""bind"", ""allocate"", ""cpu"", ""socket"", ""0"", ""task"", ""d"", ""1"", ""bind"", ""allocate"", ""cpu"", ""socket""]","[""Apply"", ""socket"", ""bind"", ""task"", ""d"", ""0"", ""bind"", ""allocate"", ""Cpu"", ""socket"", ""0"", ""task"", ""d"", ""1"", ""bind"", ""allocate"", ""Cpu"", ""socket""]",apply socket bind task d 0 bind allocate cpu socket 0 task d 1 bind allocate cpu socket,Apply socket bind task d 0 bind allocate Cpu socket 0 task d 1 bind allocate Cpu socket,"[""VERB"", ""NOUN"", ""VERB"", ""NOUN"", ""PROPN"", ""PROPN"", ""VERB"", ""VERB"", ""NOUN"", ""NOUN"", ""NUM"", ""NOUN"", ""PROPN"", ""NUM"", ""VERB"", ""VERB"", ""NOUN"", ""NOUN""]",1,2026-02-03T19:05:04Z
1187,doc_d9be,130,"Nodenamen0
Socket id01
Number of Allocated CPUs42
Allocated CPU ids0 1 2 34 5
Binding of Tasks to CPUsCPU id01234567
Task ids0","[""Nodenamen0"", ""\n"", ""Socket"", ""id01"", ""\n"", ""Number"", ""Allocated"", ""CPUs42"", ""\n"", ""Allocated"", ""CPU"", ""ids0"", ""1"", ""2"", ""34"", ""5"", ""\n"", ""Binding"", ""Tasks"", ""CPUsCPU"", ""id01234567"", ""\n"", ""Task"", ""ids0""]","[""Nodenamen0"", ""\n"", ""Socket"", ""id01"", ""\n"", ""number"", ""Allocated"", ""cpus42"", ""\n"", ""allocate"", ""CPU"", ""ids0"", ""1"", ""2"", ""34"", ""5"", ""\n"", ""Binding"", ""Tasks"", ""cpuscpu"", ""id01234567"", ""\n"", ""Task"", ""ids0""]","[""Nodenamen0"", ""\n"", ""Socket"", ""id01"", ""\n"", ""Number"", ""Allocated"", ""Cpus42"", ""\n"", ""Allocate"", ""CPU"", ""ids0"", ""1"", ""2"", ""34"", ""5"", ""\n"", ""Binding"", ""Tasks"", ""Cpuscpu"", ""id01234567"", ""\n"", ""Task"", ""ids0""]","Nodenamen0 
 Socket id01 
 number Allocated cpus42 
 allocate CPU ids0 1 2 34 5 
 Binding Tasks cpuscpu id01234567 
 Task ids0","Nodenamen0 
 Socket id01 
 Number Allocated Cpus42 
 Allocate CPU ids0 1 2 34 5 
 Binding Tasks Cpuscpu id01234567 
 Task ids0","[""PROPN"", ""SPACE"", ""PROPN"", ""PROPN"", ""SPACE"", ""NOUN"", ""PROPN"", ""NOUN"", ""SPACE"", ""VERB"", ""PROPN"", ""NOUN"", ""NUM"", ""NUM"", ""NUM"", ""NUM"", ""SPACE"", ""PROPN"", ""PROPN"", ""VERB"", ""X"", ""SPACE"", ""PROPN"", ""NOUN""]",1,2026-02-03T19:05:04Z
1188,doc_d9be,131,"11-
Example 13: Consumable resources with task affinity and socket binding, Case 3
A job requires 6 CPUs (2 tasks with 3 cpus per task and no overcommitment).","[""11-"", ""\n"", ""Example"", ""13"", ""Consumable"", ""resources"", ""task"", ""affinity"", ""socket"", ""binding"", ""Case"", ""3"", ""\n"", ""job"", ""requires"", ""6"", ""CPUs"", ""2"", ""tasks"", ""3"", ""cpus"", ""task"", ""overcommitment""]","[""11-"", ""\n"", ""Example"", ""13"", ""consumable"", ""resource"", ""task"", ""affinity"", ""socket"", ""bind"", ""Case"", ""3"", ""\n"", ""job"", ""require"", ""6"", ""cpu"", ""2"", ""task"", ""3"", ""cpu"", ""task"", ""overcommitment""]","[""11-"", ""\n"", ""Example"", ""13"", ""Consumable"", ""resource"", ""task"", ""affinity"", ""socket"", ""bind"", ""Case"", ""3"", ""\n"", ""job"", ""require"", ""6"", ""Cpu"", ""2"", ""task"", ""3"", ""cpu"", ""task"", ""overcommitment""]","11- 
 Example 13 consumable resource task affinity socket bind Case 3 
 job require 6 cpu 2 task 3 cpu task overcommitment","11- 
 Example 13 Consumable resource task affinity socket bind Case 3 
 job require 6 Cpu 2 task 3 cpu task overcommitment","[""X"", ""SPACE"", ""PROPN"", ""NUM"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""VERB"", ""PROPN"", ""NUM"", ""SPACE"", ""NOUN"", ""VERB"", ""NUM"", ""NOUN"", ""NUM"", ""NOUN"", ""NUM"", ""NOUN"", ""NOUN"", ""NOUN""]",1,2026-02-03T19:05:04Z
1189,doc_d9be,132,Run the job in a single node in the default partition. Allocate cores using the block allocation method. Distribute cores using the cyclic distribution method. Apply socket binding to each task.,"[""Run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Allocate"", ""cores"", ""block"", ""allocation"", ""method"", ""Distribute"", ""cores"", ""cyclic"", ""distribution"", ""method"", ""Apply"", ""socket"", ""binding"", ""task""]","[""run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Allocate"", ""core"", ""block"", ""allocation"", ""method"", ""Distribute"", ""core"", ""cyclic"", ""distribution"", ""method"", ""apply"", ""socket"", ""bind"", ""task""]","[""Run"", ""job"", ""single"", ""node"", ""default"", ""partition"", ""Allocate"", ""core"", ""block"", ""allocation"", ""method"", ""Distribute"", ""core"", ""cyclic"", ""distribution"", ""method"", ""Apply"", ""socket"", ""bind"", ""task""]",run job single node default partition Allocate core block allocation method Distribute core cyclic distribution method apply socket bind task,Run job single node default partition Allocate core block allocation method Distribute core cyclic distribution method Apply socket bind task,"[""VERB"", ""NOUN"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""VERB"", ""ADJ"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN"", ""VERB"", ""NOUN""]",1,2026-02-03T19:05:04Z
1190,doc_d9be,133,"srun --nodes=1-1 --ntasks=2 --cpus-per-task=3 --cpu-bind=sockets
--distribution=block:cyclic ...
Comments:
Using the block allocation method, Slurm allocates 4 CPUs on one socket and 2 CPUs on the other socket of one node. Using the cyclic distribution method within nodes, Slurm distributes 3 CPUs to each task.","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=2"", ""--cpus"", ""task=3"", ""--cpu"", ""bind"", ""="", ""sockets"", ""\n"", ""--distribution"", ""="", ""block"", ""cyclic"", ""\n"", ""Comments"", ""\n"", ""block"", ""allocation"", ""method"", ""Slurm"", ""allocates"", ""4"", ""CPUs"", ""socket"", ""2"", ""CPUs"", ""socket"", ""node"", ""cyclic"", ""distribution"", ""method"", ""nodes"", ""Slurm"", ""distributes"", ""3"", ""CPUs"", ""task""]","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=2"", ""--cpus"", ""task=3"", ""--cpu"", ""bind"", ""="", ""socket"", ""\n"", ""--distribution"", ""="", ""block"", ""cyclic"", ""\n"", ""comment"", ""\n"", ""block"", ""allocation"", ""method"", ""Slurm"", ""allocate"", ""4"", ""cpu"", ""socket"", ""2"", ""cpu"", ""socket"", ""node"", ""cyclic"", ""distribution"", ""method"", ""nodes"", ""Slurm"", ""distribute"", ""3"", ""cpu"", ""task""]","[""srun"", ""--nodes=1"", ""1"", ""--ntasks=2"", ""--cpus"", ""task=3"", ""--cpu"", ""bind"", ""="", ""socket"", ""\n"", ""--distribution"", ""="", ""block"", ""cyclic"", ""\n"", ""Comment"", ""\n"", ""block"", ""allocation"", ""method"", ""Slurm"", ""allocate"", ""4"", ""Cpu"", ""socket"", ""2"", ""Cpu"", ""socket"", ""node"", ""cyclic"", ""distribution"", ""method"", ""nodes"", ""Slurm"", ""distribute"", ""3"", ""Cpu"", ""task""]","srun --nodes=1 1 --ntasks=2 --cpus task=3 --cpu bind = socket 
 --distribution = block cyclic 
 comment 
 block allocation method Slurm allocate 4 cpu socket 2 cpu socket node cyclic distribution method nodes Slurm distribute 3 cpu task","srun --nodes=1 1 --ntasks=2 --cpus task=3 --cpu bind = socket 
 --distribution = block cyclic 
 Comment 
 block allocation method Slurm allocate 4 Cpu socket 2 Cpu socket node cyclic distribution method nodes Slurm distribute 3 Cpu task","[""PROPN"", ""PROPN"", ""NUM"", ""NUM"", ""PROPN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""NOUN"", ""SPACE"", ""PUNCT"", ""NOUN"", ""NOUN"", ""NOUN"", ""SPACE"", ""NOUN"", ""SPACE"", ""NOUN"", ""NOUN"", ""NOUN"", ""PROPN"", ""VERB"", ""NUM"", ""NOUN"", ""NOUN"", ""NUM"", ""NOUN"", ""NOUN"", ""NOUN"", ""ADJ"", ""NOUN"", ""NOUN"", ""PROPN"", ""PROPN"", ""VERB"", ""NUM"", ""NOUN"", ""NOUN""]",1,2026-02-03T19:05:04Z
1191,doc_d9be,134,"Applying socket binding, Slurm binds each task to all allocated CPUs in all sockets in which the task has a distributed CPU.","[""Applying"", ""socket"", ""binding"", ""Slurm"", ""binds"", ""task"", ""allocated"", ""CPUs"", ""sockets"", ""task"", ""distributed"", ""CPU""]","[""apply"", ""socket"", ""bind"", ""Slurm"", ""bind"", ""task"", ""allocate"", ""cpu"", ""socket"", ""task"", ""distribute"", ""CPU""]","[""Apply"", ""socket"", ""bind"", ""Slurm"", ""bind"", ""task"", ""allocate"", ""Cpu"", ""socket"", ""task"", ""distribute"", ""CPU""]",apply socket bind Slurm bind task allocate cpu socket task distribute CPU,Apply socket bind Slurm bind task allocate Cpu socket task distribute CPU,"[""VERB"", ""NOUN"", ""VERB"", ""PROPN"", ""VERB"", ""NOUN"", ""VERB"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""PROPN""]",1,2026-02-03T19:05:04Z
1192,doc_d9be,135,"The following table shows a possible pattern of allocation, distribution and binding for this job.","[""following"", ""table"", ""shows"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""binding"", ""job""]","[""follow"", ""table"", ""show"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""bind"", ""job""]","[""follow"", ""table"", ""show"", ""possible"", ""pattern"", ""allocation"", ""distribution"", ""bind"", ""job""]",follow table show possible pattern allocation distribution bind job,follow table show possible pattern allocation distribution bind job,"[""VERB"", ""NOUN"", ""VERB"", ""ADJ"", ""NOUN"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN""]",1,2026-02-03T19:05:04Z
